Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-58-166.ec2.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:50:46        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:50:47           lo     88.00     88.00      6.53      6.53      0.00      0.00      0.00      0.00
02:50:47         ens5     43.00     49.00      3.90      7.37      0.00      0.00      0.00      0.00
02:50:47    eni9c774036886      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:47    eni5fd491a8520      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:47         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:47    eni46def74d622      1.00      1.00      0.06      0.06      0.00      0.00      0.00      0.00
02:50:47    eni863f1470662      1.00      1.00      0.06      0.06      0.00      0.00      0.00      0.00
02:50:47    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:47    enic667095f2f6      1.00      1.00      0.04      0.04      0.00      0.00      0.00      0.00
02:50:47    eni7a106f4e85a      1.00      1.00      0.06      0.22      0.00      0.00      0.00      0.00
02:50:47    eni6d04481d948      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:47    eni95c2a9260c8      5.00      5.00      0.50      0.44      0.00      0.00      0.00      0.00
02:50:47    enic47e233eae6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:47    eni0afda04f433      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:47    enidbf23aa60a5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:47    eni18e702d09ed      5.00      4.00      0.84      0.86      0.00      0.00      0.00      0.00
02:50:47    eni57210d8fe98      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:47    enif6ab2f8a974      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

02:50:47        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:50:48           lo    182.00    182.00     14.04     14.04      0.00      0.00      0.00      0.00
02:50:48         ens5     32.00     46.00      3.53      9.28      0.00      0.00      0.00      0.00
02:50:48    eni9c774036886      5.00      5.00      0.46      0.44      0.00      0.00      0.00      0.00
02:50:48    eni5fd491a8520      5.00      5.00      0.46      0.44      0.00      0.00      0.00      0.00
02:50:48         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:48    eni46def74d622      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:48    eni863f1470662      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:48    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:48    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:48    eni7a106f4e85a      5.00      4.00      0.83      0.94      0.00      0.00      0.00      0.00
02:50:48    eni6d04481d948      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:48    eni95c2a9260c8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:48    enic47e233eae6      5.00      6.00      0.42      0.50      0.00      0.00      0.00      0.00
02:50:48    eni0afda04f433      4.00      3.00      0.75      0.73      0.00      0.00      0.00      0.00
02:50:48    enidbf23aa60a5      3.00      3.00      0.69      0.87      0.00      0.00      0.00      0.00
02:50:48    eni18e702d09ed      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:48    eni57210d8fe98      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:48    enif6ab2f8a974      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

02:50:48        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:50:49           lo    147.00    147.00     11.30     11.30      0.00      0.00      0.00      0.00
02:50:49         ens5     67.00     78.00     28.78     26.97      0.00      0.00      0.00      0.00
02:50:49    eni9c774036886      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:49    eni5fd491a8520      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
