procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 119161996 2948 138063668 0   0  1734 59589 5700    0  0  0 100 0  0  0
 0  0      0 119147976 2948 138065948 0   0     0     0 3848 5678  0  0 100 0  0  0
 0  0      0 119071456 2948 138082376 0   0     0 16418 8504 14508 0  0 100 0  0  0
 1  0      0 119044200 2948 138082380 0   0     0     0 4860 6633  0  0 100 0  0  0
24  0      0 118327096 2948 138082444 0   0     0     0 63900 8435 14 2 84  0  0  0
21  0      0 118357936 2948 138082444 0   0     0     0 70981 4790 14 2 84  0  0  0
20  0      0 118298024 2948 138082480 0   0     0     0 68335 5171 10 1 88  0  0  0
18  0      0 118284304 2948 138084016 0   0     0     8 78415 3630 13 2 85  0  0  0
22  0      0 118286536 2948 138084016 0   0     0     0 78687 4181 13 2 85  0  0  0
21  0      0 118241684 2948 138084016 0   0     0     0 70355 7243 12 2 87  0  0  0
15  0      0 118226700 2948 138084016 0   0     0     0 76669 3995 13 2 85  0  0  0
15  0      0 118254416 2948 138084016 0   0     0     0 74286 5172 12 1 87  0  0  0
19  0      0 118266784 2948 138084016 0   0     0     0 77450 7109 13 2 86  0  0  0
15  0      0 118297068 2948 138084024 0   0     0     0 74278 9207 13 2 86  0  0  0
23  0      0 118285664 2948 138084024 0   0     0     0 69864 5208 11 1 87  0  0  0
19  0      0 118262316 2948 138084024 0   0     0     0 74113 5077 15 2 83  0  0  0
26  0      0 118254572 2948 138084024 0   0     0     0 55149 3782 15 2 83  0  0  0
25  0      0 118270748 2948 138084024 0   0     0     0 73603 4108 17 2 81  0  0  0
14  0      0 118232496 2948 138084024 0   0     0     0 71814 5057 17 2 81  0  0  0
 5  0      0 118221560 2948 138084024 0   0     0     0 39006 9579 7  1 92  0  0  0
 1  0      0 118227712 2948 138084024 0   0     0     0 10769 8648 1  0 99  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 118398856 2948 138084024 0   0     0     0 8024 4057  0  0 100 0  0  0
 1  0      0 118529448 2948 138083876 0   0     0    76 7673 4470  0  0 100 0  0  0
 0  0      0 118784968 2948 138083384 0   0   124     0 8454 5017  0  0 100 0  0  0
 0  0      0 118823504 2948 138082860 0   0     0     0 7859 3426  0  0 100 0  0  0
 0  0      0 118829372 2948 138082860 0   0     0     0 8357 3516  0  0 100 0  0  0
 1  0      0 118838516 2948 138082860 0   0     0   956 3971 2499  0  0 100 0  0  0
 0  0      0 118845188 2948 138082860 0   0     0     0 4300 4969  0  0 100 0  0  0
 0  0      0 118857732 2948 138082860 0   0     0     0 3808 4207  0  0 100 0  0  0
 1  0      0 118867700 2948 138082860 0   0     0    52 5257 5228  0  0 100 0  0  0
 0  0      0 118884316 2948 138082860 0   0     0     0 3134 2638  0  0 100 0  0  0
 0  0      0 118873904 2948 138099156 0   0     0 16388 6583 9850  0  0 100 0  0  0
 0  0      0 118868472 2948 138099168 0   0     0    16 3997 6279  0  0 100 0  0  0
 0  0      0 118887388 2948 138099164 0   0     0     0 3618 5039  0  0 100 0  0  0
