Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-45-226.us-west-2.compute.internal) 	06/04/26 	_x86_64_	(128 CPU)

03:34:37        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
03:34:38           lo    168.00    168.00     11.75     11.75      0.00      0.00      0.00      0.00
03:34:38         ens5     86.00     81.00     30.41     15.53      0.00      0.00      0.00      0.00
03:34:38    enifb1ac5e0a09      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:34:38    eni20ed0c6920d      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:34:38         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:34:38    enic479fef38dc     11.00     13.00      4.51      2.60      0.00      0.00      0.00      0.00
03:34:38    eni5ea3bc05c73     11.00     13.00      4.51      2.60      0.00      0.00      0.00      0.00
03:34:38    enia71a515eb09      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:34:38    enia205ab21f2e      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:34:38    enife22b4c3b6a      5.00      5.00      0.83      0.91      0.00      0.00      0.00      0.00
03:34:38    eni4590226e482      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:34:38    enib08305bf35e      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:34:38    enifd833d83eb2      4.00      6.00      0.36      0.50      0.00      0.00      0.00      0.00
03:34:38    enidb0c25597b6      4.00      3.00      0.75      0.74      0.00      0.00      0.00      0.00
03:34:38    eni47a93c32888      4.00      7.00      0.39      0.59      0.00      0.00      0.00      0.00
03:34:38    eni70f4d61bd42      3.00      3.00      0.72      0.77      0.00      0.00      0.00      0.00
03:34:38    eni57210d8fe98     34.00     37.00      7.10     21.86      0.00      0.00      0.00      0.00
03:34:38    eni8dc1649989b      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

03:34:38        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
03:34:39           lo    125.00    125.00     10.46     10.46      0.00      0.00      0.00      0.00
03:34:39         ens5     22.00     35.00      2.84      8.62      0.00      0.00      0.00      0.00
03:34:39    enifb1ac5e0a09      5.00      6.00      0.46      0.50      0.00      0.00      0.00      0.00
03:34:39    eni20ed0c6920d      5.00      6.00      0.46      0.50      0.00      0.00      0.00      0.00
03:34:39         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:34:39    enic479fef38dc      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
