Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-58-166.ec2.internal) 	06/04/26 	_x86_64_	(128 CPU)

01:52:22        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
01:52:23           lo    265.00    265.00     18.20     18.20      0.00      0.00      0.00      0.00
01:52:23         ens5    149.00    146.00     42.97     32.29      0.00      0.00      0.00      0.00
01:52:23    eni9c774036886      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
01:52:23    eni5fd491a8520      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:23         ens6      1.00      1.00      0.17      0.06      0.00      0.00      0.00      0.00
01:52:23    eni46def74d622      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:23    eni863f1470662      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:23    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:23    enic667095f2f6      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
01:52:23    eni7a106f4e85a     91.00     81.00     30.65     31.76      0.00      0.00      0.00      0.00
01:52:23    eni6d04481d948      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:23    eni95c2a9260c8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:23    enic47e233eae6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:23    eni0afda04f433      7.00      8.00      0.75      9.67      0.00      0.00      0.00      0.00
01:52:23    enidbf23aa60a5      3.00      3.00      0.68      0.73      0.00      0.00      0.00      0.00
01:52:23    eni18e702d09ed      1.00      1.00      0.06      0.20      0.00      0.00      0.00      0.00
01:52:23    eni57210d8fe98      5.00      7.00      3.46      2.07      0.00      0.00      0.00      0.00

01:52:23        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
01:52:24           lo    172.00    172.00     12.96     12.96      0.00      0.00      0.00      0.00
01:52:24         ens5    209.00    236.00    101.74    108.59      0.00      0.00      0.00      0.00
01:52:24    eni9c774036886     28.00     28.00      4.95      3.55      0.00      0.00      0.00      0.00
01:52:24    eni5fd491a8520     20.00     20.00      3.81      2.61      0.00      0.00      0.00      0.00
01:52:24         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:24    eni46def74d622      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:24    eni863f1470662      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:24    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:24    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:24    eni7a106f4e85a     96.00     86.00     83.39     40.78      0.00      0.00      0.00      0.01
01:52:24    eni6d04481d948      5.00      4.00      0.98      1.18      0.00      0.00      0.00      0.00
01:52:24    eni95c2a9260c8      4.00      3.00      0.89      0.87      0.00      0.00      0.00      0.00
01:52:24    enic47e233eae6      5.00      6.00      0.42      0.50      0.00      0.00      0.00      0.00
01:52:24    eni0afda04f433     37.00     44.00      7.92     67.74      0.00      0.00      0.00      0.01
01:52:24    enidbf23aa60a5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:24    eni18e702d09ed      4.00      3.00      0.78      0.76      0.00      0.00      0.00      0.00
01:52:24    eni57210d8fe98    109.00    110.00     87.24     74.76      0.00      0.00      0.00      0.01

01:52:24        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
01:52:25           lo    141.00    141.00     11.38     11.38      0.00      0.00      0.00      0.00
01:52:25         ens5   3128.00  10929.00    166.89  84776.17      0.00      0.00      0.00      0.00
01:52:25    eni9c774036886      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:25    eni5fd491a8520      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:25         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:25    eni46def74d622     11.00     14.00      4.44      2.67      0.00      0.00      0.00      0.00
01:52:25    eni863f1470662     10.00     13.00      4.35      2.60      0.00      0.00      0.00      0.00
01:52:25    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:25    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:52:25    eni7a106f4e85a      0.00      1.00      0.00      0.17      0.00      0.00      0.00      0.00
