procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0 121603148 1676 135570992 0   0    74 95611 5858    0  0  0 99  0  0  0
 0  0      0 121595900 1676 135571064 0   0     0   324 6361 10321 0  0 100 0  0  0
 0  0      0 121599532 1676 135571064 0   0     0     0 2384 3011  0  0 100 0  0  0
 0  0      0 121606184 1676 135571064 0   0     0     0 1987 2149  0  0 100 0  0  0
 0  0      0 121613300 1676 135571068 0   0     0     0 2046 2261  0  0 100 0  0  0
 0  0      0 121618628 1676 135571068 0   0     0     0 2396 2636  0  0 100 0  0  0
 0  0      0 121622496 1676 135571068 0   0     0     4 2475 3137  0  0 100 0  0  0
 0  0      0 121630588 1676 135571060 0   0     0     0 3326 5092  0  0 100 0  0  0
 0  0      0 121634988 1676 135571060 0   0     0     0 3048 5988  0  0 100 0  0  0
 0  0      0 121628568 1676 135571060 0   0     0     0 3219 4046  0  0 100 0  0  0
 0  0      0 121582000 1676 135571144 0   0     0   312 7755 14422 0  0 100 0  0  0
29  0      0 117416424 1676 139022452 0   0     8   305 28872 17546 6 1 93  0  0  0
 0 56      0 94492816 1676 161772660 0    0     0 372736 97965 27538 21 4 72 3 0  0
 0 65      0 94350232 1676 161772660 0    0     0 2899968 28272 5206 0 0 54 46 0  0
 2 63      0 94103072 1676 162045044 0    0     0 1279807 13586 3546 0 0 59 41 0  0
 3 62      0 91360004 1676 164771956 0    0     0 1011716 29693 6434 0 0 58 42 0  0
14 51      0 90370480 1676 165757972 0    0     0 1167364 19423 6396 0 0 53 47 0  0
 0 65      0 88356140 1676 167760916 0    0     0 1347584 28775 10239 0 0 52 48 0 0
 1 65      0 87453984 1676 168662036 0    0     0 1164288 21231 9809 0 0 53 46 0  0
 1 65      0 87452036 1676 168662036 0    0     0 1128448 13027 4651 0 0 55 45 0  0
 0 65      0 87446800 1676 168662064 0    0     0 1097728 13701 6003 0 0 55 44 0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0 65      0 81978512 1676 174146248 0    0     0 1226768 41318 8108 3 1 55 41 0  0
 0 65      0 81978856 1676 174146248 0    0     0 1382400 12901 3785 0 0 52 48 0  0
 0 65      0 81983444 1676 174146248 0    0     0 1191936 12270 3567 0 0 54 46 0  0
 0 65      0 81989380 1676 174146248 0    0     0 1036288 12100 3349 0 0 55 45 0  0
 7 42      0 73375380 1676 182927048 0    0     0 1586176 51224 10935 4 1 61 34 0 0
 3 51      0 65440980 1676 191035084 0    0     0 6543380 63664 29494 2 0 65 32 0 0
39 26      0 64381020 1676 192007880 0    0     0 2826384 36192 32763 1 1 53 45 0 0
 0 65      0 64382268 1676 192007884 0    0     0 753200 16607 23759 0 0 51 49 0  0
 0 65      0 64377976 1676 192007884 0    0     0 237524 15874 21602 0 1 53 47 0  0
 0 65      0 64386908 1676 192007916 0    0     0  6260 17140 23935 0 0 54 46  0  0
