timestamp object_count delta rate_per_min
22:13:37 1799 1799 1799
22:14:39 2791 992 992
22:15:43 3751 960 960
22:16:46 4775 1024 1024
22:17:50 5703 928 928
22:18:54 6759 1056 1056
22:19:58 7719 960 960
22:21:03 8679 960 960
22:22:08 9703 1024 1024
22:23:14 10663 960 960
22:24:20 11695 1032 1032
22:25:26 12679 984 984
22:26:34 13702 1023 1023
22:27:41 14631 929 929
