timestamp lsn_bytes delta_kb rate_kb_s
00:42:09 16860975480 16465796 274429
00:43:13 19981604584 3047489 50791
00:44:16 23588608912 3522465 58707
00:45:20 26726004992 3063863 51064
00:46:23 29863397712 3063860 51064
00:47:27 33269214968 3325993 55433
00:48:30 36708527240 3358703 55978
00:49:34 39057355960 2293778 38229
