timestamp object_count delta rate_per_min
22:44:05 1826 1826 1826
22:45:08 3072 1246 1246
22:46:12 4290 1218 1218
22:47:17 5474 1184 1184
22:48:21 6722 1248 1248
22:49:25 7842 1120 1120
22:50:30 9090 1248 1248
22:51:36 10306 1216 1216
22:52:42 11490 1184 1184
22:53:48 12706 1216 1216
22:54:55 13922 1216 1216
22:56:02 15138 1216 1216
22:57:10 16354 1216 1216
22:58:20 17570 1216 1216
