timestamp object_count delta rate_per_min
23:51:16 26433 26433 26433
23:52:27 26433 0 0
23:53:38 26433 0 0
23:54:50 26433 0 0
23:56:01 26433 0 0
23:57:12 26433 0 0
23:58:23 26433 0 0
23:59:35 26433 0 0
00:00:46 26433 0 0
