timestamp lsn_bytes delta_kb rate_kb_s
00:06:37 21239855472 20742046 345700
00:07:41 28130782296 6729420 112157
00:08:44 35366312192 7065947 117765
00:09:48 41775246256 6258724 104312
00:10:52 45772782792 3903844 65064
00:11:56 47425830432 1614304 26905
00:12:59 52782395960 5231021 87183
00:14:03 60095921808 7142115 119035
