timestamp lsn_bytes delta_kb rate_kb_s
00:19:14 24393991320 23822257 397037
00:20:17 33554323920 8945637 149093
00:21:21 42278565640 8519767 141996
00:22:25 46237377312 3866027 64433
00:23:28 47845790336 1570715 26178
00:24:32 56891495256 8833696 147228
00:25:35 63742309512 6690248 111504
00:26:39 66237409160 2436620 40610
