timestamp lsn_bytes delta_kb rate_kb_s
23:53:52 16793729656 16400126 273335
23:54:56 20015094464 3145864 52431
23:56:00 23152530736 3063902 51065
23:57:04 26625411872 3391485 56524
23:58:07 29980724280 3276672 54611
23:59:10 33175178456 3119584 51993
00:00:14 36389702472 3139183 52319
00:01:17 39174775776 2719798 45329
