timestamp object_count delta rate_per_min
23:29:54 4046 4046 4046
23:30:57 4315 269 269
23:32:00 4553 238 238
23:33:03 4689 136 136
23:34:06 4812 123 123
23:35:09 5058 246 246
23:36:12 5305 247 247
