timestamp lsn_bytes delta_kb rate_kb_s
00:31:31 16827439408 16433046 273884
00:32:34 19763496904 2867243 47787
00:33:38 23202734352 3358630 55977
00:34:42 26239485192 2965576 49426
00:35:45 29141978288 2834465 47241
00:36:48 32279337912 3063827 51063
00:37:52 35797494376 3435699 57261
00:38:55 38403038632 2544476 42407
