timestamp archived_count delta_per_min last_archived_wal
23:00:13 19861 1393 000000010000004D00000094
23:01:15 21184 1323 0000000100000052000000BF
23:02:16 22496 1312 0000000100000057000000DF
23:03:18 23785 1289 000000010000005C000000E8
23:04:19 25088 1303 0000000100000061000000FF
23:05:21 26416 1328 00000001000000670000002F
23:06:22 26431 15 00000001000000670000003E
23:07:24 26431 0 00000001000000670000003E
