timestamp lsn_bytes delta_kb rate_kb_s
00:52:45 16860975480 16465796 274429
00:53:48 19931256928 2998321 49972
00:54:52 23439717328 3426230 57103
00:55:55 26524637688 3012617 50210
00:56:59 29657199072 3059141 50985
00:58:03 33034287456 3297937 54965
00:59:06 36440088104 3325977 55432
01:00:10 38904903448 2407046 40117
