procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 120667820 1676 136485032 0   0   127 102965 5956   0  0  0 98  1  0  0
 0  0      0 120654056 1676 136485868 0   0     0     0 5666 9107  0  0 100 0  0  0
 0  0      0 120657352 1676 136485868 0   0     0    73 2820 3823  0  0 100 0  0  0
 0  0      0 120654528 1676 136485868 0   0     0     0 3282 4748  0  0 100 0  0  0
 0  0      0 120662540 1676 136485868 0   0     0     0 2800 3385  0  0 100 0  0  0
 0  0      0 120665860 1676 136485868 0   0     0     0 2062 2536  0  0 100 0  0  0
 0  0      0 120672884 1676 136485868 0   0     0     0 2623 5248  0  0 100 0  0  0
 0  0      0 120670432 1676 136485872 0   0     0     0 4452 6744  0  0 100 0  0  0
 0  0      0 120618372 1676 136509888 0   0     0   624 7152 10631 0  0 100 0  0  0
 0  0      0 120538876 1676 136591836 0   0     0     0 4940 4623  1  0 99  0  0  0
 0  0      0 120459492 1676 136673760 0   0     0     0 5318 4450  0  0 100 0  0  0
 0  0      0 120395500 1676 136741368 0   0     0     0 6098 10915 0  0 100 0  0  0
 1  0      0 120327192 1676 136813048 0   0     0     0 4988 4223  0  0 100 0  0  0
 0  0      0 120236256 1676 136895992 0   0     0     8 5920 5537  0  0 100 0  0  0
 0  0      0 120151600 1676 136986104 0   0     0  2920 5763 4260  0  0 100 0  0  0
 0  0      0 120087076 1676 137053688 0   0     0     0 4239 3733  0  0 100 0  0  0
 0  0      0 120021756 1676 137122296 0   0     0     0 4520 5502  0  0 100 0  0  0
 0  0      0 119927836 1676 137217528 0   0     0     0 4482 2865  0  0 100 0  0  0
 0  0      0 119848640 1676 137298424 0   0     0  3532 5345 4444  0  0 100 0  0  0
 0  0      0 119754256 1676 137393656 0   0     0     0 4584 3534  0  0 100 0  0  0
 0  0      0 119688604 1676 137462264 0   0     0    33 4813 3929  0  0 100 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 119638480 1676 137516536 0   0     0     8 4846 6313  0  0 100 0  0  0
 0  0      0 119602656 1676 137545228 0   0     0 1048841 13432 8272 0 0 100 0 0  0
 0  0      0 119510008 1676 137627140 0   0     0     0 5455 5527  0  0 100 0  0  0
 0  0      0 119463392 1676 137681420 0   0     0     0 4305 4049  0  0 100 0  0  0
 0  0      0 119411264 1676 137735692 0   0     0     0 4186 3309  0  0 100 0  0  0
 0  0      0 119363088 1676 137789948 0   0     0     0 5650 10103 0  0 100 0  0  0
 0  0      0 119293972 1676 137860604 0   0     0     4 4522 3806  0  0 100 0  0  0
 1  0      0 119226148 1676 137930236 0   0     0  1332 5088 4339  0  0 100 0  0  0
 0  0      0 119151060 1676 138007036 0   0     0    12 4976 3997  0  0 100 0  0  0
 1  0      0 119078148 1676 138081788 0   0     0     0 5288 3694  0  0 100 0  0  0
 0  0      0 119016708 1676 138143232 0   0     0     0 6059 6831  0  0 100 0  0  0
 0  0      0 118950628 1676 138210812 0   0     0  1467 4293 4555  0  0 100 0  0  0
 0  0      0 118887824 1676 138266112 0   0     0     4 4444 5205  0  0 100 0  0  0
 0  0      0 118813484 1676 138347008 0   0     0     0 4593 4308  0  0 100 0  0  0
 0  0      0 118745568 1676 138415616 0   0     0     0 4397 3923  0  0 100 0  0  0
 0  0      0 118679148 1676 138483200 0   0     0     0 5016 6431  0  0 100 0  0  0
 0  0      0 118611688 1676 138550784 0   0     0     0 4005 3303  0  0 100 0  0  0
 0  1      0 118580152 1676 138583552 0   0     0 979968 9668 4671 0  0 100 0  0  0
 1  0      0 118519336 1676 138646016 0   0     0 68610 7232 4343  0  0 100 0  0  0
 0  0      0 118489620 1676 138675712 0   0     0     0 3464 3620  0  0 100 0  0  0
 0  0      0 118420556 1676 138743300 0   0     0     0 6606 11971 0  0 100 0  0  0
