timestamp archived_count delta_per_min last_archived_wal
05:04:44 13800 801 0000000100000035000000E7
05:05:46 14728 928 000000010000003900000087
05:06:49 15628 900 000000010000003D0000000B
05:07:50 16456 828 000000010000004000000047
05:08:52 17288 832 000000010000004300000087
05:09:54 18184 896 000000010000004700000007
05:10:56 19016 832 000000010000004A00000047
05:11:58 19880 864 000000010000004D000000A7
