timestamp lsn_bytes delta_kb rate_kb_s
07:40:42 16156334024 15777669 262961
07:41:46 18756890072 2539605 42326
07:42:51 21642550936 2818028 46967
07:43:55 24461030016 2752420 45873
07:44:59 27044812512 2523225 42053
07:46:04 29645288736 2539527 42325
07:47:08 32695461528 2978684 49644
07:48:12 35971836648 3199585 53326
