timestamp archived_count delta_per_min last_archived_wal
04:00:07 12881 859 000000010000003200000050
04:01:08 13702 821 000000010000003500000085
04:02:10 14566 864 0000000100000038000000E5
04:03:12 15382 816 000000010000003C00000015
04:04:14 16209 827 000000010000003F00000050
04:05:16 17062 853 0000000100000042000000A5
04:06:18 17878 816 0000000100000045000000D5
04:07:20 18678 800 0000000100000048000000F5
