timestamp lsn_bytes delta_kb rate_kb_s
07:29:53 16159342552 15780607 263010
07:30:57 18622629760 2405553 40092
07:32:02 21424437752 2736140 45602
07:33:06 24209363464 2719654 45327
07:34:10 26793095120 2523175 42052
07:35:14 29343298328 2490432 41507
07:36:19 32228997664 2818065 46967
07:37:23 35500567608 3194892 53248
