timestamp archived_count delta_per_min last_archived_wal
06:09:32 3719 147 000000010000000E00000086
06:10:34 3933 214 000000010000000F0000005C
06:11:36 4142 209 00000001000000100000002D
06:12:38 4335 193 0000000100000010000000EE
06:13:40 4530 195 0000000100000011000000B1
06:14:41 4711 181 000000010000001200000066
06:15:43 4811 100 0000000100000012000000CA
06:16:45 5002 191 000000010000001300000089
