timestamp object_count delta rate_per_min
07:39:47 4907 4907 4907
07:40:51 4907 0 0
07:41:54 4907 0 0
07:42:58 4907 0 0
07:44:02 4907 0 0
07:45:06 4907 0 0
07:46:09 4907 0 0
07:47:13 4907 0 0
