timestamp lsn_bytes delta_kb rate_kb_s
06:52:12 21911011808 21397472 356624
06:53:16 30099266568 7996342 133272
06:54:20 36809194328 6552663 109211
06:55:25 40030430384 3145738 52428
06:56:30 41508921016 1443838 24063
06:57:35 50092349608 8382254 139704
06:58:39 56132196168 5898287 98304
06:59:44 58616793168 2426364 40439
