timestamp lsn_bytes delta_kb rate_kb_s
07:05:34 22067321880 21550119 359168
07:06:39 30098290912 7842743 130712
07:07:43 37010528208 6750231 112503
07:08:47 40119976736 3036570 50609
07:09:52 41628466424 1473134 24552
07:10:57 50417369536 8582913 143048
07:12:03 56673415032 6109419 101823
07:13:07 59531238040 2790842 46514
