timestamp object_count delta rate_per_min
03:43:55 1558 1558 1558
03:44:58 2342 784 784
03:46:01 3114 772 772
03:47:07 3878 764 764
03:48:10 4646 768 768
03:49:15 5414 768 768
03:50:20 6118 704 704
03:51:25 6870 752 752
03:52:30 7574 704 704
03:53:35 8321 747 747
03:54:41 9062 741 741
03:55:47 9814 752 752
03:56:53 10566 752 752
03:57:59 11283 717 717
