timestamp archived_count delta_per_min last_archived_wal
05:39:24 16991 1097 00000001000000420000005E
05:40:26 18104 1113 0000000100000046000000B7
05:41:28 19254 1150 000000010000004B00000035
05:42:30 20367 1113 000000010000004F0000008E
05:43:32 21486 1119 0000000100000053000000ED
05:44:34 22547 1061 000000010000005800000012
05:45:36 22848 301 00000001000000590000003F
05:46:38 22848 0 00000001000000590000003F
