timestamp archived_count delta_per_min last_archived_wal
06:40:40 3618 105 000000010000000E00000021
06:41:42 3752 134 000000010000000E000000A7
06:42:44 3972 220 000000010000000F00000083
06:43:46 4176 204 00000001000000100000004F
06:44:47 4379 203 00000001000000110000001A
06:45:49 4588 209 0000000100000011000000EB
06:46:51 4785 197 0000000100000012000000B0
06:47:53 4892 107 00000001000000130000001B
