procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 120850808 1944 136303584 0   0    80 68178 5632    0  0  0 99  0  0  0
 2  0      0 120854820 1944 136304944 0   0     0    65 4484 6246  0  0 100 0  0  0
 0  0      0 120858884 1944 136304936 0   0     0     0 2969 3813  0  0 100 0  0  0
 0  0      0 120864288 1944 136305000 0   0     0     0 2118 2519  0  0 100 0  0  0
 0  0      0 120868544 1944 136305004 0   0     0     4 3211 7508  0  0 100 0  0  0
 0  0      0 120874132 1944 136304996 0   0     0     0 1968 2269  0  0 100 0  0  0
 0  0      0 120878112 1944 136304996 0   0     0     0 2960 4929  0  0 100 0  0  0
 0  0      0 120882324 1944 136304996 0   0     0     0 2123 2552  0  0 100 0  0  0
 0  0      0 120871832 1944 136305008 0   0     0     0 4559 7216  0  0 100 0  0  0
 0  0      0 120865436 1944 136305172 0   0     0   324 7014 12641 0  0 100 0  0  0
 0  0      0 120802180 1944 136343516 0   0   462   313 5022 6492  0  0 100 0  0  0
 2  0      0 120721932 1944 136424412 0   0     0     0 4751 4262  0  0 100 0  0  0
 0  0      0 120664492 1944 136493028 0   0     0     0 4783 4144  0  0 100 0  0  0
 0  0      0 120588464 1944 136573924 0   0     0     0 3930 3190  0  0 100 0  0  0
 0  0      0 120523076 1944 136642532 0   0     0     4 4049 3219  0  0 100 0  0  0
 0  0      0 120458252 1944 136710116 0   0     0     4 3558 2328  0  0 100 0  0  0
 0  0      0 120395576 1944 136777700 0   0     0     0 4668 6059  0  0 100 0  0  0
 0  0      0 120328752 1944 136846308 0   0     0  3336 3362 3151  0  0 100 0  0  0
 0  0      0 120289044 1944 136887268 0   0     0     0 2924 2653  0  0 100 0  0  0
 0  0      0 120239612 1944 136941548 0   0     0     0 6147 10112 0  0 100 0  0  0
 0  0      0 120178512 1944 137000940 0   0     0     0 4421 4231  0  0 100 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 120096072 1944 137077740 0   0     0     0 5021 4808  0  0 100 0  0  0
 1  0      0 120028344 1944 137145324 0   0     0     0 4434 4005  0  0 100 0  0  0
 1  0      0 119963084 1944 137212908 0   0     0     0 3428 2701  0  0 100 0  0  0
 0  0      0 119887748 1944 137294828 0   0     0     0 4181 3296  0  0 100 0  0  0
 0  1      0 119831216 1944 137354220 0   0     0 495616 7303 3224 0  0 100 0  0  0
 0  0      0 119793068 1944 137392108 0   0     0 552962 8233 5913 0  0 100 0  0  0
 0  0      0 119725756 1944 137459692 0   0     0     0 3757 3026  0  0 100 0  0  0
 0  0      0 119659144 1944 137527276 0   0     0     0 4502 3504  0  0 100 0  0  0
 1  0      0 119577828 1944 137604068 0   0     0  2796 7248 9293  0  0 100 0  0  0
 0  0      0 119517232 1944 137663460 0   0     0     0 4452 3851  0  0 100 0  0  0
 0  0      0 119446036 1944 137731044 0   0     0  1394 4955 5004  0  0 100 0  0  0
 0  0      0 119409528 1944 137772004 0   0     0     0 3947 4090  0  0 100 0  0  0
 0  0      0 119329628 1944 137853924 0   0     0     0 3668 2759  0  0 100 0  0  0
 0  0      0 119264708 1944 137921508 0   0     0    16 4339 7735  0  0 100 0  0  0
 1  0      0 119225012 1944 137962468 0   0     0     0 3495 2774  0  0 100 0  0  0
 1  0      0 119172404 1944 138016740 0   0     0     0 3690 5029  0  0 100 0  0  0
 1  0      0 119104316 1944 138085348 0   0     0     0 3819 3121  0  0 100 0  0  0
 1  0      0 119024848 1944 138166244 0   0     0     0 3267 2831  0  0 100 0  0  0
 1  0      0 118974160 1944 138220544 0   0     0     0 5089 5944  0  0 100 0  0  0
 1  0      0 118900352 1944 138289148 0   0     0     0 5709 5717  0  0 100 0  0  0
 1  0      0 118818596 1944 138370044 0   0     0     0 4429 4338  0  0 100 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  1      0 118794168 1944 138402812 0   0     0 1048576 11221 4298 0 0 100 0 0  0
 2  0      0 118740824 1944 138454020 0   0     0     2 3447 3146  0  0 100 0  0  0
 1  0      0 118690820 1944 138505220 0   0     0     4 3625 3453  0  0 100 0  0  0
