timestamp archived_count delta_per_min last_archived_wal
17:49:20 9041 600 000000010000002300000050
17:50:21 9577 536 000000010000002500000068
17:51:23 10177 600 0000000100000027000000C0
17:52:25 10713 536 0000000100000029000000D8
17:53:27 11289 576 000000010000002C00000018
17:54:29 11841 552 000000010000002E00000040
17:55:31 12401 560 000000010000003000000070
17:56:32 12993 592 0000000100000032000000C0
