timestamp archived_count delta_per_min last_archived_wal
16:47:35 16558 1160 0000000100000040000000AD
16:48:37 17742 1184 00000001000000450000004D
16:49:38 18950 1208 000000010000004A00000005
16:50:40 20030 1080 000000010000004E0000003D
16:51:42 21190 1160 0000000100000052000000C5
16:52:44 22342 1152 000000010000005700000045
16:53:46 23526 1184 000000010000005B000000E5
16:54:47 24710 1184 000000010000006000000085
