timestamp object_count delta rate_per_min
16:15:54 8463 8463 8463
16:17:01 9007 544 544
16:18:08 9583 576 576
16:19:15 9855 272 272
16:20:21 10402 547 547
16:21:27 10975 573 573
16:22:34 11517 542 542
