timestamp archived_count delta_per_min last_archived_wal
17:18:03 1900 120 00000001000000070000006B
17:19:05 2018 118 0000000100000007000000E1
17:20:07 2135 117 000000010000000800000056
17:21:09 2252 117 0000000100000008000000CB
17:22:11 2360 108 000000010000000900000037
17:23:13 2462 102 00000001000000090000009D
17:24:15 2577 115 000000010000000A00000010
17:25:17 2698 121 000000010000000A00000089
