timestamp object_count delta rate_per_min
18:22:35 18007 18007 18007
18:23:46 19415 1408 1408
18:25:04 20951 1536 1536
18:26:15 22391 1440 1440
18:27:30 23800 1409 1409
18:28:44 25303 1503 1503
