timestamp object_count delta rate_per_min
17:49:21 9059 9059 9059
17:50:27 9627 568 568
17:51:33 10275 648 648
17:52:41 10843 568 568
17:53:48 11499 656 656
17:54:54 12051 552 552
17:56:01 12691 640 640
