timestamp lsn_bytes lsn_delta_kb rate_kb_s
15:23:45 14235189248 13901552 4633850
15:23:48 17410244608 3100640 1033546
15:23:50 20561362944 3077264 1538632
15:23:53 23595737088 2963256 987752
15:23:56 26692550656 3024232 1008077
15:23:58 28101836800 1376256 688128
15:24:01 29474988032 1340968 446989
15:24:04 30802968576 1296856 432285
15:24:06 32111591424 1277952 638976
15:24:09 33537654784 1392640 464213
15:24:11 34863054848 1294336 647168
15:24:14 36325318656 1427992 475997
15:24:17 37731950592 1373664 457888
15:24:20 39325794304 1556488 518829
15:24:23 40349204480 999424 333141
15:24:26 41112764416 745664 248554
15:24:28 42365403136 1223280 611640
15:24:31 43671093248 1275088 425029
15:24:34 44929384448 1228800 409600
15:24:37 46305116160 1343488 447829
15:24:39 47735275520 1396640 698320
15:24:42 49151295488 1382832 460944
15:24:45 50614190080 1428608 476202
15:24:48 51989348352 1342928 447642
15:24:51 53368324096 1346656 448885
15:24:54 54844719104 1441792 480597
15:24:57 56370282496 1489808 496602
15:24:59 57831063552 1426544 713272
15:25:03 58882448704 1026743 256685
15:25:06 59691646976 790232 263410
15:25:08 60393873408 685768 342884
15:25:11 61438164992 1019816 339938
15:25:14 62790492160 1320632 440210
15:25:17 64156073984 1333576 444525
15:25:20 65598914560 1409024 469674
15:25:23 66907537408 1277952 425984
15:25:25 68350377984 1409024 704512
15:25:28 69763776512 1380272 460090
15:25:31 71219281920 1421392 473797
15:25:34 72632025088 1379632 459877
15:25:37 74104963072 1438416 479472
15:25:40 75895562240 1748632 582877
15:25:43 77120429776 1196159 398719
15:25:46 78007660928 866436 288812
15:25:49 78747303936 722307 240769
15:25:52 79497273344 732392 244130
15:25:55 80463527936 943608 314536
15:25:57 81822474240 1327096 663548
15:26:00 83214991360 1359880 453293
15:26:03 84624277504 1376256 458752
15:26:06 85932900352 1277952 425984
15:26:09 87224745984 1261568 420522
15:26:11 88533360640 1277944 638972
15:26:14 89970589696 1403544 467848
15:26:17 91318386688 1316208 438736
15:26:20 92750118912 1398176 466058
15:26:23 94112186368 1330144 443381
15:26:26 95716065280 1566288 522096
15:26:28 97101438976 1352904 676452
15:26:31 98193367184 1066336 355445
15:26:34 98918465536 708103 236034
15:26:37 99628728320 693616 231205
15:26:39 100478746624 830096 415048
15:26:43 101931261952 1418472 354618
15:26:45 103243227136 1281216 640608
15:26:48 104673050624 1396312 465437
15:26:51 106045997056 1340768 446922
15:26:54 107424514048 1346208 448736
15:26:57 108766691328 1310720 436906
15:26:59 110178549760 1378768 689384
15:27:02 111501377536 1291824 430608
15:27:05 112910663680 1376256 458752
15:27:08 114269618176 1327104 442368
15:27:11 115947331584 1638392 546130
15:27:14 117387984896 1406888 468962
15:27:16 118313775576 904092 452046
15:27:19 119042607896 711750 237250
15:27:22 119721304064 662789 220929
15:27:25 120510734336 770928 256976
15:27:28 121819365376 1277960 425986
15:27:31 123211874304 1359872 453290
15:27:33 124577333248 1333456 666728
15:27:36 125912989696 1304352 434784
15:27:39 127238406144 1294352 431450
15:27:42 128664469504 1392640 464213
15:27:45 130119081984 1420520 473506
15:27:47 131483041792 1331992 665996
15:27:50 133009768448 1490944 496981
15:27:53 134408732672 1366176 455392
15:27:56 136035565568 1588704 529568
15:27:59 137422176256 1354112 451370
15:28:02 138562985984 1114072 371357
15:28:06 139376754688 794696 198674
15:28:08 140094291968 700720 350360
15:28:11 141074808832 957536 319178
15:28:14 142539227136 1430096 476698
15:28:17 143864627200 1294336 431445
15:28:20 145408131072 1507328 502442
15:28:23 146850971648 1409024 469674
15:28:26 148394467328 1507320 502440
15:28:29 149796663784 1369332 456444
15:28:32 151236608000 1406195 468731
15:28:35 152706220032 1435168 478389
15:28:37 154115506176 1376256 688128
15:28:40 155659010048 1507328 502442
15:28:43 156985745408 1295640 431880
15:28:46 157883654144 876864 292288
15:28:49 158640488448 739096 246365
15:28:52 159383552000 725648 241882
15:28:55 160136945664 735736 245245
15:28:57 161312931840 1148424 574212
15:29:00 162655100928 1310712 436904
15:29:03 163963731968 1277960 425986
15:29:06 165373018112 1376256 458752
15:29:09 166631309312 1228800 409600
15:29:11 167939932160 1277952 638976
15:29:14 169231761408 1261552 420517
15:29:17 170590732288 1327120 442373
15:29:20 172067127296 1441792 480597
15:29:23 173476413440 1376256 458752
15:29:26 175036694528 1523712 507904
15:29:29 176566968320 1494408 498136
15:29:31 177928888320 1330000 665000
15:29:34 178778013696 829224 276408
15:29:37 179439789888 646265 215421
15:29:40 180120190976 664454 221484
15:29:43 181344927744 1196032 398677
15:29:45 182670327808 1294336 647168
15:29:48 183962173440 1261568 420522
15:29:51 185371459584 1376256 458752
15:29:53 186713636864 1310720 655360
15:29:56 188022259712 1277952 425984
15:29:59 189324836864 1272048 424016
15:30:01 190656282624 1300240 650120
15:30:04 192040189952 1351472 450490
15:30:07 193323851776 1253576 417858
15:30:09 194656919552 1301824 650912
15:30:12 195991437312 1303240 434413
15:30:15 197449490432 1423880 474626
15:30:18 198337273856 866976 288992
15:30:21 199061246208 707004 235668
15:30:23 199713038336 636515 318257
15:30:27 200655503360 920376 230094
15:30:29 201980903424 1294336 647168
15:30:32 203239194624 1228800 409600
15:30:35 204682035200 1409024 469674
15:30:38 206091313152 1376248 458749
15:30:41 207601270784 1474568 491522
15:30:43 208893116416 1261568 630784
15:30:46 210252070912 1327104 442368
15:30:49 211745243136 1458176 486058
15:30:52 213221638144 1441792 480597
15:30:55 214714810368 1458176 486058
15:30:58 216261115904 1510064 503354
15:31:01 217499828224 1209680 403226
15:31:03 218336419840 816984 408492
15:31:06 219060109312 706728 235576
15:31:09 219745329152 669160 223053
15:31:12 220525568000 761952 253984
15:31:15 221979344896 1419704 473234
15:31:17 223287967744 1277952 638976
15:31:20 224679092224 1358520 452840
15:31:23 225955536896 1246528 415509
15:31:26 227549380608 1556488 518829
15:31:29 229014806528 1431080 477026
15:31:32 230391390208 1344320 448106
15:31:35 231834476544 1409264 469754
15:31:37 233236840448 1369496 684748
15:31:40 234813915136 1540112 513370
15:31:43 236308160512 1459224 486408
15:31:46 237355753472 1023040 341013
15:31:49 238167261184 792488 264162
15:31:52 238872788992 688992 229664
15:31:55 239590563840 700952 233650
15:31:57 240635609088 1020552 510276
15:32:00 242078449664 1409024 469674
15:32:03 243454181376 1343488 447829
15:32:06 244863467520 1376256 458752
15:32:09 246255976448 1359872 453290
15:32:12 247531044864 1245184 415061
15:32:15 248940331008 1376256 458752
15:32:18 250355965952 1382456 460818
15:32:21 251857838080 1466672 488890
15:32:23 253268852736 1377944 688972
15:32:26 254728470528 1425408 475136
15:32:29 256294592512 1529416 509805
15:32:32 257614151680 1288632 429544
15:32:35 258469183488 834992 278330
15:32:38 259167625424 682072 227357
15:32:41 259837804544 654471 218157
15:32:44 261154144256 1285488 428496
15:32:46 262429212672 1245184 622592
15:32:49 263704281088 1245184 415061
15:32:52 264996126720 1261568 420522
15:32:55 266388611072 1359848 453282
15:32:57 267714027520 1294352 647176
15:33:00 269022658560 1277960 425986
15:33:03 270286266368 1233992 411330
15:33:05 271656681472 1338296 669148
15:33:08 272948527104 1261568 420522
15:33:10 274273918976 1294328 647164
15:33:13 275669106688 1362488 454162
15:33:16 277092499456 1390032 463344
15:33:19 277987220160 873750 291250
15:33:22 278677684224 674281 224760
15:33:25 279366959104 673120 224373
15:33:27 280078843904 695200 347600
15:33:30 281471352832 1359872 453290
15:33:33 282746413056 1245176 415058
15:33:36 284155707392 1376264 458754
15:33:39 285526843392 1339000 446333
15:33:41 286974279680 1413512 706756
15:33:44 288356245504 1349576 449858
15:33:47 289692180480 1304624 434874
15:33:50 291124535296 1398784 466261
15:33:53 292598317056 1439240 479746
15:33:55 294087819264 1454592 727296
15:33:58 295554138112 1431952 477317
15:34:01 296823652352 1239760 413253
15:34:04 297807032368 960332 320110
15:34:07 298500227072 676947 225649
15:34:10 299215912960 698912 232970
15:34:13 300161171456 923104 307701
15:34:16 301671120896 1474560 491520
15:34:19 302979743744 1277952 425984
15:34:21 304288358400 1277944 638972
15:34:24 305764753408 1441792 480597
15:34:27 307123716096 1327112 442370
15:34:30 308549779456 1392640 464213
15:34:33 310026166272 1441784 480594
15:34:36 311435460608 1376264 458754
15:34:39 312829460480 1361328 453776
15:34:41 314220470272 1358408 679204
15:34:44 315696873472 1441800 480600
15:34:47 316686729216 966656 322218
15:34:50 317542367232 835584 278528
15:34:53 318263787520 704512 234837
15:34:56 318984699904 704016 234672
15:34:58 320006307840 997664 498832
15:35:01 321686339584 1640656 546885
15:35:04 323062071296 1343488 447829
15:35:07 324521689088 1425408 475136
15:35:10 325877399552 1323936 441312
15:35:13 327222820864 1313888 437962
15:35:16 328598544384 1343480 447826
15:35:18 329907175424 1277960 638980
15:35:21 331299684352 1359872 453290
15:35:24 332859965440 1523712 507904
15:35:27 334286028800 1392640 464213
15:35:30 335661760512 1343488 447829
15:35:33 336550952960 868352 289450
15:35:36 337535811584 961776 320592
15:35:39 338245222400 692784 230928
15:35:42 338945204224 683576 227858
15:35:45 340325826560 1348264 449421
15:35:48 341886107648 1523712 507904
15:35:50 343273177088 1354560 677280
15:35:53 344598364160 1294128 431376
15:35:56 345996525568 1365392 455130
15:35:58 347288371200 1261568 630784
15:36:02 348815097856 1490944 372736
15:36:04 350178861056 1331800 665900
15:36:07 351473459200 1264256 421418
15:36:09 352858406912 1352488 676244
15:36:12 354150252544 1261568 420522
15:36:15 355591404608 1407375 469125
15:36:18 356572930048 958520 319506
15:36:21 357454985968 861382 287127
15:36:24 358127501312 656753 218917
15:36:27 358831095808 687104 229034
15:36:29 360192786432 1329776 664888
15:36:32 361632890880 1406352 468784
15:36:35 363126063104 1458176 486058
15:36:38 364501794816 1343488 447829
15:36:41 365885554688 1351328 450442
15:36:44 367240208384 1322904 440968
15:36:46 368551460864 1280520 640260
15:36:49 369954390016 1370048 456682
15:36:52 371285721088 1300128 433376
15:36:54 372726169600 1406688 703344
15:36:57 374182248448 1421952 473984
15:37:00 375566417920 1351728 450576
15:37:03 376413028352 826768 275589
15:37:06 377151815680 721472 240490
15:37:09 377829310464 661616 220538
15:37:11 378527547392 681872 340936
15:37:14 379953610752 1392640 464213
15:37:17 381267410944 1283008 427669
15:37:20 382671519744 1371200 457066
15:37:23 384013697024 1310720 436906
15:37:25 385389428736 1343488 671744
15:37:28 386736545792 1315544 438514
15:37:31 388140892160 1371432 457144
15:37:34 389505630208 1332752 444250
15:37:36 390840385536 1303472 651736
15:37:39 392301641728 1427008 475669
15:37:42 393709674496 1375032 458344
15:37:45 394969219072 1230024 410008
15:37:48 395791204352 802720 267573
15:37:51 396546662400 737752 245917
15:37:53 397247821560 684725 342362
15:37:56 397972340736 707538 235846
15:37:59 399381626880 1376256 458752
15:38:03 401143234560 1720320 430080
15:38:05 402609922048 1432312 716156
15:38:08 403995361280 1352968 450989
15:38:11 405322448896 1295984 431994
15:38:14 406713270272 1358224 452741
15:38:17 408139333632 1392640 464213
15:38:20 409632505856 1458176 486058
15:38:22 411029602304 1364352 682176
15:38:25 412454338560 1391344 463781
15:38:28 413794082816 1308344 436114
15:38:31 415085101056 1260760 420253
15:38:33 415889981440 786016 393008
15:38:36 416594914656 688411 229470
15:38:39 417220943872 611356 203785
15:38:41 418071445504 830568 415284
15:38:44 419514277888 1409016 469672
15:38:47 420772577280 1228808 409602
15:38:50 422131531776 1327104 442368
15:38:52 423396974592 1235784 617892
15:38:55 424681676800 1254592 418197
