timestamp archived_count delta_per_min last_archived_wal
19:26:22 3629 100 000000010000000E0000002C
19:27:24 3836 207 000000010000000E000000FB
19:28:26 4051 215 000000010000000F000000D2
19:29:28 4246 195 000000010000001000000095
19:30:30 4447 201 00000001000000110000005E
19:31:32 4650 203 000000010000001200000029
19:32:34 4787 137 0000000100000012000000B2
19:33:36 4976 189 00000001000000130000006F
