timestamp lsn_bytes lsn_delta_kb rate_kb_s
19:09:11 13824417792 13500408 4500136
19:09:14 16637468672 2747120 915706
19:09:17 19579011072 2872600 957533
19:09:20 22761488384 3107888 1035962
19:09:23 25663889408 2834376 944792
19:09:26 27481079808 1774600 591533
19:09:29 29091692544 1572864 524288
19:09:31 30522327040 1397104 698552
19:09:34 32128368640 1568400 522800
19:09:37 33554423808 1392632 464210
19:09:40 35215376384 1622024 540674
19:09:43 36792434688 1540096 513365
19:09:46 38272892928 1445760 481920
19:09:49 39694893056 1388672 462890
19:09:52 40651194368 933888 311296
19:09:55 41389391872 720896 240298
19:09:58 42698014720 1277952 425984
19:10:01 43973083136 1245184 415061
19:10:04 45550141440 1540096 513365
19:10:07 46892318720 1310720 436906
19:10:10 48419045376 1490944 496981
19:10:13 49811554304 1359872 453290
19:10:16 51237617664 1392640 464213
19:10:19 52685217792 1413672 471224
19:10:22 54176079872 1455920 485306
19:10:25 55683579904 1472168 490722
19:10:28 57193529344 1474560 491520
19:10:31 58315415552 1095592 365197
19:10:34 59217256448 880704 293568
19:10:36 59988590592 753256 376628
19:10:40 60794019840 786552 196638
19:10:42 61824040960 1005880 502940
19:10:46 63266865152 1409008 352252
19:10:49 64609058816 1310736 436912
19:10:51 65905754112 1266304 633152
19:10:54 67361890304 1422008 474002
19:10:57 68853694464 1456840 485613
19:11:01 70346866688 1458176 364544
19:11:03 71638712320 1261568 630784
19:11:06 73009209344 1338376 446125
19:11:09 74356621312 1315832 438610
19:11:12 75799461888 1409024 469674
19:11:15 77191970816 1359872 453290
19:11:18 78618034176 1392640 464213
19:11:21 79479791616 841560 280520
19:11:24 80178315264 682152 227384
19:11:27 80815849472 622592 207530
19:11:30 82014314496 1170376 390125
19:11:32 83376070656 1329840 664920
19:11:35 84875935744 1464712 488237
19:11:38 86198517760 1291584 430528
19:11:41 87529627872 1299912 433304
19:11:44 88852135936 1291511 430503
19:11:46 90211090432 1327104 663552
19:11:50 91898273792 1647640 411910
19:11:52 93449093120 1514472 757236
19:11:55 94925479936 1441784 480594
19:11:58 96340508672 1381864 460621
19:12:01 97825665072 1450348 483449
19:12:05 98966167552 1113771 278442
19:12:08 99838478928 851866 283955
19:12:11 100730396536 871013 290337
19:12:15 101548408832 798840 199710
19:12:17 102849134592 1270240 635120
19:12:20 104270397440 1387952 462650
19:12:23 105461571584 1163256 387752
19:12:26 107005075456 1507328 502442
19:12:29 108593823744 1551512 517170
19:12:32 110075314176 1446768 482256
19:12:35 111597295880 1486310 495436
19:12:38 113061658624 1430041 476680
19:12:41 114470936576 1376248 458749
19:12:43 115881148416 1377160 688580
19:12:46 117374517248 1458368 486122
19:12:49 118816243712 1407936 469312
19:12:53 119973871616 1130496 282624
19:12:56 120761270272 768944 256314
19:12:58 121492757680 714343 357171
19:13:02 122244169728 733800 183450
19:13:05 123580964864 1305464 435154
19:13:07 124998443008 1384256 692128
19:13:10 126362812416 1332392 444130
19:13:13 127573947960 1182749 394249
19:13:16 128798679040 1196026 398675
19:13:19 130124087296 1294344 431448
19:13:22 131483041792 1327104 442368
19:13:25 132791664640 1277952 425984
19:13:27 134062456832 1241008 620504
19:13:30 135358578688 1265744 421914
19:13:33 136717533184 1327104 442368
19:13:36 138143588352 1392632 464210
19:13:39 139452219392 1277960 425986
19:13:42 140308865024 836568 278856
19:13:45 141112492032 784792 261597
19:13:47 141840770432 711209 355604
19:13:51 143059320832 1189990 297497
19:13:54 144586039296 1490936 496978
19:13:57 145822760960 1207736 402578
19:14:00 147198173184 1343176 447725
19:14:03 148369850368 1144216 381405
19:14:06 149576089600 1177968 392656
19:14:09 150810394624 1205376 401792
19:14:12 152035131392 1196032 398677
19:14:14 153326977024 1261568 630784
19:14:17 154534928384 1179640 393213
19:14:20 155809996800 1245184 415061
19:14:23 157108772864 1268336 422778
19:14:26 158544691200 1402264 467421
19:14:29 160054810952 1474726 491575
19:14:32 160921010176 845897 281965
19:14:35 161614364672 677104 225701
19:14:37 162252455936 623136 311568
19:14:40 163040976896 770040 256680
19:14:43 164483825664 1409032 469677
19:14:46 165826002944 1310720 436906
19:14:49 167163994112 1306632 435544
19:14:52 168594243584 1396728 465576
19:14:56 169953198080 1327104 331776
19:14:59 171177934848 1196032 398677
19:15:02 172369117184 1163264 387754
