timestamp archived_count delta_per_min last_archived_wal
19:57:16 3602 145 000000010000000E00000011
19:58:18 3781 179 000000010000000E000000C4
19:59:20 4009 228 000000010000000F000000A8
20:00:22 4254 245 00000001000000100000009D
20:01:24 4460 206 00000001000000110000006B
20:02:25 4600 140 0000000100000011000000F7
20:03:27 4740 140 000000010000001200000083
20:04:29 4790 50 0000000100000012000000B5
