timestamp object_count delta rate_per_min
19:41:02 733 733 733
19:42:04 858 125 125
19:43:06 1051 193 193
19:44:09 1260 209 209
19:45:12 1452 192 192
19:46:14 1645 193 193
19:47:16 1849 204 204
19:48:19 2058 209 209
19:49:22 2259 201 201
19:50:25 2436 177 177
19:51:27 2611 175 175
19:52:30 2807 196 196
19:53:33 2997 190 190
19:54:36 3176 179 179
19:55:39 3358 182 182
