timestamp archived_count delta_per_min last_archived_wal
15:40:56 2345 112 000000010000000900000028
15:41:58 2439 94 000000010000000900000086
15:43:00 2548 109 0000000100000009000000F3
15:44:02 2663 115 000000010000000A00000066
15:45:04 2777 114 000000010000000A000000D8
15:46:06 2893 116 000000010000000B0000004C
15:47:08 3006 113 000000010000000B000000BD
15:48:10 3118 112 000000010000000C0000002D
