timestamp object_count delta rate_per_min
19:57:14 3599 3599 3599
19:58:18 3778 179 179
19:59:21 4015 237 237
20:00:24 4265 250 250
20:01:28 4473 208 208
20:02:31 4620 147 147
20:03:35 4755 135 135
