timestamp archived_count delta_per_min last_archived_wal
18:53:58 3765 187 000000010000000E000000B4
18:55:00 3952 187 000000010000000F0000006F
18:56:03 4202 250 000000010000001000000069
18:57:05 4413 211 00000001000000110000003C
18:58:07 4591 178 0000000100000011000000EE
18:59:08 4697 106 000000010000001200000058
19:00:10 4839 142 0000000100000012000000E6
19:01:12 5041 202 0000000100000013000000B0
