0 0.970
1 1.313
2 1.667
3 2.333
4 2.333
5 4.000
6 3.667
7 3.333
8 1.333
9 1.333
10 1.000
11 1.333
12 1.333
13 2.333
14 1.667
15 2.000
16 1.000
17 4.000
18 3.667
19 4.000
20 1.000
21 1.333
22 1.000
23 1.667
24 1.333
25 5.000
26 4.667
27 4.667
28 1.000
29 1.000
30 0.667
31 1.000
32 1.667
33 2.000
34 2.000
35 4.000
36 4.000
37 3.667
38 0.667
39 0.667
40 1.333
41 1.333
42 1.667
43 2.333
44 2.333
45 5.000
46 3.667
47 4.000
48 0.667
49 1.000
50 1.000
51 1.333
52 1.000
53 1.333
54 5.000
55 5.333
56 4.667
57 1.000
58 0.667
59 1.000
60 1.000
61 1.333
62 1.333
63 5.000
64 5.000
65 5.000
66 1.333
67 1.333
68 1.000
69 1.000
70 0.667
71 1.000
72 1.000
73 2.000
74 5.000
75 5.000
76 4.000
77 1.000
78 1.000
79 1.333
80 1.000
81 1.000
82 1.000
83 4.000
84 4.333
85 4.333
86 1.000
87 1.000
88 1.000
89 1.333
90 1.333
91 1.333
92 2.000
93 4.667
94 5.000
95 4.333
96 1.000
97 0.667
98 0.333
99 1.000
100 1.333
101 2.000
102 1.667
103 4.333
104 4.000
105 4.333
106 1.333
107 1.333
108 1.000
109 1.000
110 1.000
111 1.000
112 1.333
113 4.667
114 4.667
115 4.667
116 1.500
