0 29.500
1 656.667
2 704.333
3 733.667
4 144.667
5 145.000
6 142.333
7 140.000
8 133.000
9 128.000
10 123.333
11 123.333
12 123.667
13 124.333
14 124.333
15 123.333
16 123.333
17 122.667
18 124.000
19 124.000
20 125.333
21 124.000
22 123.333
23 123.333
24 124.333
25 125.000
26 124.667
27 124.000
28 123.333
29 123.667
30 123.333
31 123.667
32 123.667
33 124.333
34 125.000
35 124.667
36 124.000
37 124.000
38 123.333
39 123.333
40 122.667
41 122.667
42 123.333
43 123.667
44 124.333
45 123.667
46 122.333
47 122.000
48 122.000
49 123.667
50 122.667
51 124.333
52 123.667
53 124.000
54 124.333
55 123.000
56 123.667
57 122.000
58 122.667
59 122.667
60 122.333
61 123.333
62 122.667
63 123.000
64 122.000
65 124.000
66 123.333
67 122.333
68 122.000
69 122.667
70 124.333
71 124.000
72 124.667
73 124.667
74 124.000
75 123.000
76 123.333
77 124.667
78 125.333
79 125.333
80 124.333
81 124.333
82 123.333
83 123.333
84 123.000
85 123.667
86 124.000
87 125.000
88 127.000
89 133.000
90 137.667
91 140.333
92 140.000
93 142.667
94 140.667
95 138.000
96 132.667
97 133.000
98 132.667
99 133.333
100 133.000
101 133.333
102 132.333
103 133.000
104 131.333
105 132.667
106 131.333
107 133.333
108 133.000
109 123.333
110 80.000
111 41.333
112 17.000
113 15.333
114 9.333
115 0.000
116 0.000
117 0.000
118 0.000
119 0.000
