0 1.485
1 1.990
2 1.667
3 1.333
4 0.333
5 0.667
6 0.333
7 0.667
8 0.333
9 1.000
10 1.333
11 5.000
12 4.667
13 4.333
14 0.667
15 0.333
16 0.000
17 0.333
18 0.333
19 1.000
20 1.333
21 2.000
22 1.333
23 0.667
24 0.000
25 0.333
26 0.333
27 0.667
28 0.333
29 0.667
30 0.667
31 4.667
32 4.333
33 4.000
34 0.000
35 0.333
36 0.333
37 0.667
38 0.333
39 1.000
40 1.000
41 1.667
42 1.000
43 1.000
44 0.333
45 0.333
46 0.000
47 0.333
48 0.333
49 1.000
50 5.333
51 6.000
52 5.333
53 0.667
54 0.333
55 0.333
56 0.333
57 0.333
58 0.333
59 1.000
60 1.000
61 1.333
62 1.000
63 0.667
64 0.333
65 4.333
66 4.333
67 4.333
68 0.333
69 0.667
70 1.000
71 1.333
72 1.000
73 1.000
74 0.333
75 0.333
76 0.333
77 0.667
78 0.667
79 0.667
80 1.000
81 5.333
82 5.000
83 4.333
84 0.333
85 0.333
86 0.333
87 0.333
88 0.333
89 1.000
90 1.000
91 1.667
92 1.000
93 0.667
94 0.333
95 0.667
96 0.667
97 0.333
98 0.000
99 0.667
100 1.333
101 5.333
102 4.667
103 4.000
104 0.333
105 0.333
106 0.667
107 0.333
108 0.333
109 0.667
110 1.000
111 1.333
112 1.000
113 1.000
114 0.667
115 0.667
116 0.333
117 0.333
118 0.333
119 0.500
