0 0.026
1 30.473
2 103.002
3 174.747
4 220.571
5 220.641
6 223.529
7 224.232
8 194.189
9 164.981
10 133.630
11 133.073
12 129.421
13 125.584
14 125.380
15 126.181
16 126.533
17 126.681
18 129.833
19 131.404
20 130.872
21 126.623
22 126.589
23 120.656
24 124.441
25 126.288
26 132.646
27 130.021
28 120.033
29 131.064
30 132.039
31 134.561
32 130.069
33 128.972
34 132.502
35 126.237
36 127.487
37 126.991
38 130.173
39 123.222
40 124.331
41 127.005
42 132.612
43 132.199
44 125.007
45 124.945
46 123.662
47 127.078
48 123.875
49 125.627
50 124.982
51 126.399
52 127.017
53 125.489
54 126.527
55 125.674
56 125.660
57 125.618
58 125.236
59 125.422
60 122.820
61 127.565
62 128.225
63 136.190
64 125.564
65 131.686
66 126.726
67 131.066
68 120.250
69 126.372
70 134.218
71 132.718
72 132.367
73 127.090
74 132.476
75 126.905
76 126.646
77 127.856
78 131.996
79 131.634
80 128.410
81 122.562
82 127.581
83 130.532
84 130.006
85 126.963
86 123.098
87 128.462
88 136.796
89 168.612
90 197.750
91 223.319
92 229.682
93 225.647
94 225.193
95 221.830
96 220.581
97 220.881
98 216.145
99 228.920
100 222.848
101 232.836
102 223.278
103 227.379
104 220.231
105 223.622
106 224.920
107 224.851
108 222.962
109 205.737
110 139.374
111 65.514
112 5.643
113 0.050
114 0.022
115 0.020
116 0.009
117 0.008
118 0.010
119 0.010
