0 2.455
1 2.303
2 2.333
3 2.667
4 3.000
5 3.000
6 2.667
7 2.667
8 2.333
9 2.667
10 2.667
11 3.000
12 3.000
13 3.000
14 2.667
15 2.667
16 2.333
17 2.667
18 2.667
19 2.667
20 2.667
21 2.667
22 3.000
23 3.000
24 2.667
25 2.333
26 2.333
27 2.667
28 3.000
29 2.667
30 2.667
31 2.667
32 3.000
33 3.000
34 3.000
35 2.667
36 2.667
37 2.667
38 2.667
39 2.333
40 2.333
41 2.667
42 3.000
43 3.000
44 2.667
45 2.667
46 2.667
47 3.000
48 2.667
49 2.333
50 2.333
51 2.667
52 3.000
53 3.000
54 2.333
55 2.333
56 2.333
57 2.667
58 2.667
59 2.333
60 2.333
61 2.333
62 2.667
63 3.000
64 3.000
65 2.667
66 2.667
67 2.667
68 3.000
69 2.667
70 2.333
71 2.333
72 2.667
73 3.000
74 2.667
75 2.333
76 2.333
77 2.667
78 3.000
79 2.667
80 2.667
81 2.667
82 3.000
83 2.667
84 2.667
85 2.000
86 2.333
87 2.333
88 3.000
89 2.667
90 2.667
91 2.333
92 2.667
93 2.333
94 2.667
95 2.667
96 3.000
97 2.667
98 2.667
99 2.667
100 2.667
101 2.667
102 2.333
103 2.667
104 2.667
105 3.000
106 2.667
107 2.333
108 2.333
109 2.667
110 3.000
111 3.000
112 2.667
113 2.667
114 2.333
115 2.333
116 2.000
117 2.000
118 2.000
119 2.000
