timestamp archived_count delta_per_min last_archived_wal
22:25:26 16474 1154 000000010000004000000059
22:26:28 17607 1133 0000000100000044000000C6
22:27:30 18743 1136 000000010000004900000036
22:28:32 19867 1124 000000010000004D0000009A
22:29:34 21031 1164 000000010000005200000026
22:30:35 22157 1126 00000001000000560000008C
22:31:37 23286 1129 000000010000005A000000F5
22:32:39 24423 1137 000000010000005F00000066
