timestamp object_count delta rate_per_min
23:26:27 3620 3620 3620
23:27:30 3802 182 182
23:28:34 4041 239 239
23:29:37 4275 234 234
23:30:40 4481 206 206
23:31:44 4689 208 208
23:32:48 4821 132 132
