timestamp object_count delta rate_per_min
23:10:17 744 744 744
23:11:20 881 137 137
23:12:22 1078 197 197
23:13:24 1293 215 215
23:14:27 1492 199 199
23:15:29 1688 196 196
23:16:32 1902 214 214
23:17:35 2109 207 207
23:18:37 2311 202 202
23:19:40 2467 156 156
23:20:43 2666 199 199
23:21:47 2856 190 190
23:22:50 3032 176 176
23:23:53 3211 179 179
23:24:56 3405 194 194
