timestamp lsn_bytes delta_kb rate_kb_s
00:04:14 20770149944 20283349 338055
00:05:18 27682300112 6750146 112502
00:06:23 34352829744 6514189 108569
00:07:27 38889584456 4430424 73840
00:08:32 40835741160 1900543 31675
00:09:37 46741247784 5767096 96118
00:10:41 52646856024 5767195 96119
00:11:45 57167166664 4414365 73572
