timestamp lsn_bytes delta_kb rate_kb_s
00:17:55 23118789352 22576942 376282
00:19:00 31608204392 8290444 138174
00:20:05 37959708280 6202640 103377
00:21:09 40674544056 2651206 44186
00:22:13 47814956952 6973059 116217
00:23:18 52646856024 4718651 78644
00:24:22 57008951080 4259858 70997
00:25:26 59531642344 2463565 41059
