timestamp lsn_bytes delta_kb rate_kb_s
00:31:01 15971798680 15597459 259957
00:32:05 18303849376 2277393 37956
00:33:10 20903191592 2538420 42307
00:34:14 23655706800 2688003 44800
00:35:19 26038177456 2326631 38777
00:36:23 28353401752 2260961 37682
00:37:27 30738329736 2329031 38817
00:38:32 33822839408 3012216 50203
