timestamp archived_count delta_per_min last_archived_wal
23:26:29 3622 135 000000010000000E00000025
23:27:31 3803 181 000000010000000E000000DA
23:28:33 4036 233 000000010000000F000000C3
23:29:35 4266 230 0000000100000010000000A9
23:30:36 4466 200 000000010000001100000071
23:31:38 4669 203 00000001000000120000003C
23:32:40 4805 136 0000000100000012000000C4
23:33:41 4926 121 00000001000000130000003D
