timestamp lsn_bytes delta_kb rate_kb_s
00:52:54 16307371240 15925167 265419
00:53:58 18857507360 2490367 41506
00:55:03 21860660464 2932766 48879
00:56:07 24679159048 2752440 45874
00:57:11 27281317256 2541170 42352
00:58:15 29896942280 2554321 42572
00:59:20 33000741424 3031053 50517
01:00:24 36188444872 3112991 51883
