timestamp object_count delta rate_per_min
23:48:16 23734 23734 23734
23:49:28 23734 0 0
23:50:40 23734 0 0
23:51:53 23734 0 0
23:53:05 23734 0 0
23:54:16 23734 0 0
23:55:28 23734 0 0
23:56:40 23734 0 0
23:57:54 23734 0 0
