timestamp lsn_bytes delta_kb rate_kb_s
23:51:09 16575791168 16187296 269788
23:52:13 19293712936 2654220 44237
23:53:17 22447887040 3080248 51337
23:54:21 25266365072 2752419 45873
23:55:26 28001102416 2670641 44510
23:56:30 30635131912 2572294 42871
23:57:35 33889929784 3178513 52975
23:58:39 37022812024 3059455 50990
