Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-58-166.ec2.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:08:18        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:08:19           lo    205.00    205.00     13.68     13.68      0.00      0.00      0.00      0.00
02:08:19         ens5    114.00    133.00     34.31     27.09      0.00      0.00      0.00      0.00
02:08:19    eni9c774036886      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:19    eni5fd491a8520      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
02:08:19         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:19    eni46def74d622      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:19    eni863f1470662      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:19    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:19    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:19    eni7a106f4e85a     82.00     65.00     26.40     27.87      0.00      0.00      0.00      0.00
02:08:19    eni6d04481d948      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:19    eni95c2a9260c8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:19    enic47e233eae6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:19    eni0afda04f433     10.00     11.00      1.43     10.42      0.00      0.00      0.00      0.00
02:08:19    enidbf23aa60a5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:19    eni18e702d09ed      2.00      4.00      0.14      0.27      0.00      0.00      0.00      0.00
02:08:19    eni57210d8fe98     10.00     10.00      3.79      2.32      0.00      0.00      0.00      0.00

02:08:19        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:08:20           lo    180.00    180.00     13.50     13.50      0.00      0.00      0.00      0.00
02:08:20         ens5    187.00    173.00    101.32    106.80      0.00      0.00      0.00      0.00
02:08:20    eni9c774036886     13.00     13.00      2.19      1.53      0.00      0.00      0.00      0.00
02:08:20    eni5fd491a8520     21.00     21.00      3.39      2.24      0.00      0.00      0.00      0.00
02:08:20         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:20    eni46def74d622      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:20    eni863f1470662      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:20    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:20    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:20    eni7a106f4e85a     70.00     66.00     77.67     35.40      0.00      0.00      0.00      0.01
02:08:20    eni6d04481d948      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:20    eni95c2a9260c8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:20    enic47e233eae6      4.00      6.00      0.36      0.50      0.00      0.00      0.00      0.00
02:08:20    eni0afda04f433     26.00     27.00      4.13     63.19      0.00      0.00      0.00      0.01
02:08:20    enidbf23aa60a5      6.00      7.00      0.89      1.00      0.00      0.00      0.00      0.00
02:08:20    eni18e702d09ed      4.00      4.00      0.78      0.88      0.00      0.00      0.00      0.00
02:08:20    eni57210d8fe98    103.00    102.00     89.68     76.10      0.00      0.00      0.00      0.01

02:08:20        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:08:21           lo     78.00     78.00     19.54     19.54      0.00      0.00      0.00      0.00
02:08:21         ens5   5920.00  51305.00    316.88 108469.65      0.00      0.00      0.00      0.00
02:08:21    eni9c774036886     38.00     38.00      7.98      4.03      0.00      0.00      0.00      0.00
02:08:21    eni5fd491a8520     26.00     26.00      5.21      3.01      0.00      0.00      0.00      0.00
02:08:21         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:21    eni46def74d622      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:21    eni863f1470662      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:21    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:21    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:21    eni7a106f4e85a      6.00      5.00      0.95      0.91      0.00      0.00      0.00      0.00
02:08:21    eni6d04481d948      1.00      1.00      0.06      0.40      0.00      0.00      0.00      0.00
02:08:21    eni95c2a9260c8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:21    enic47e233eae6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:21    eni0afda04f433      3.00      3.00      0.69      0.73      0.00      0.00      0.00      0.00
02:08:21    enidbf23aa60a5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:21    eni18e702d09ed      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:08:21    eni57210d8fe98   3402.00   5932.00 105880.71    382.59      0.00      0.00      0.00      8.67

02:08:21        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:08:22           lo    576.00    576.00     45.85     45.85      0.00      0.00      0.00      0.00
02:08:22         ens5   9216.00  41053.00    534.11 226080.45      0.00      0.00      0.00      0.00
02:08:22    eni9c774036886     62.00     62.00     12.86      6.39      0.00      0.00      0.00      0.00
