procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 121058028 1944 136224884 0   0    82 69908 5490    0  0  0 100 0  0  0
 1  0      0 121033532 1944 136226900 0   0     0     0 4281 5987  0  0 100 0  0  0
 0  0      0 120989772 1944 136243368 0   0    76 16418 6880 12468 0  0 100 0  0  0
49  0      0 119554568 1944 136243432 0   0     0  2128 44642 10667 21 3 75 0  0  0
51  0      0 119681300 1944 136243600 0   0     0     0 116663 6400 36 4 60 0  0  0
31  0      0 119713112 1944 136243604 0   0     0     0 129146 10007 34 4 63 0 0  0
46  0      0 119531448 1944 136243624 0   0     0    40 110061 9514 26 4 70 0  0  0
48  0      0 119530432 1944 136243624 0   0     0     0 130350 6835 35 5 61 0  0  0
22  0      0 119579452 1944 136243632 0   0     0     0 113075 7116 27 3 70 0  0  0
20  0      0 119580976 1944 136243632 0   0     0     0 94672 6525 16 2 82  0  0  0
 7  0      0 119647088 1944 136243632 0   0     0     0 81133 9383 12 2 86  0  0  0
10  0      0 119754780 1944 136243632 0   0     0     8 57433 3413 5  1 94  0  0  0
 6  0      0 119962236 1944 136243632 0   0     0     0 60527 6112 5  1 94  0  0  0
 3  0      0 120185044 1944 136246264 0   0     0     0 47226 3429 3  1 96  0  0  0
 1  0      0 120329044 1944 136245720 0   0     0     0 35611 4358 3  0 97  0  0  0
 3  0      0 120503148 1944 136244668 0   0     0     0 28077 6193 2  0 98  0  0  0
 2  0      0 120622984 1944 136244136 0   0     0     0 20653 3162 2  0 98  0  0  0
 0  0      0 120626180 1944 136244000 0   0     0    76 11347 3646 1  0 99  0  0  0
 1  0      0 120649068 1944 136243984 0   0     0     0 9780 5043  1  0 99  0  0  0
 1  0      0 120691024 1944 136243760 0   0     0     0 4154 2052  0  0 100 0  0  0
 3  0      0 120683540 1944 136243680 0   0     0 16384 4771 8716  0  0 100 0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 120685464 1944 136243620 0   0     0     4 5989 9066  0  0 100 0  0  0
 0  0      0 120704372 1944 136243620 0   0     0     4 2797 4338  0  0 100 0  0  0
 0  0      0 120712664 1944 136243620 0   0     0     0 2103 2504  0  0 100 0  0  0
 0  0      0 120730320 1944 136243620 0   0     0     0 2566 3298  0  0 100 0  0  0
 0  0      0 120741460 1944 136243628 0   0     0     0 3209 5310  0  0 100 0  0  0
 0  0      0 120760076 1944 136243620 0   0     0     0 2959 3629  0  0 100 0  0  0
