Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-45-226.us-west-2.compute.internal) 	06/04/26 	_x86_64_	(128 CPU)

03:00:32      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:00:33        0     10676    0.97    0.97    0.00    0.00    1.94    47  containerd
03:00:33        0     10742    0.00    0.97    0.00    0.00    0.97    84  kubelet
03:00:33    10001     39866    0.97    0.00    0.00    0.00    0.97    66  manager
03:00:33    65532     45947    0.97    0.00    0.00    0.00    0.97    89  manager
03:00:33        0    337978    0.97    0.00    0.00    0.00    0.97    84  containerd-shim
03:00:33       26    338220    0.97    0.00    0.00    0.00    0.97    66  manager
03:00:33        0    348424    0.00    2.91    0.00    0.00    2.91    88  pidstat

03:00:33      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:00:34        0     10742    2.00    1.00    0.00    0.00    3.00    84  kubelet
03:00:34        0     10857    1.00    0.00    0.00    0.00    1.00    18  containerd-shim
03:00:34        0     13729    0.00    1.00    0.00    0.00    1.00    69  containerd-shim
03:00:34    65532     13841    1.00    0.00    0.00    0.00    1.00   117  coredns
03:00:34    10001     39866    1.00    0.00    0.00    0.00    1.00    66  manager
03:00:34        0     45884    1.00    0.00    0.00    0.00    1.00    52  containerd-shim
03:00:34       26    338082    0.00    1.00    0.00    0.00    1.00    73  manager
03:00:34       26    338220    1.00    0.00    0.00    0.00    1.00    66  manager
03:00:34       26    338266    0.00    1.00    0.00    0.00    1.00    14  postgres
03:00:34        0    348424    1.00    0.00    0.00    0.00    1.00    88  pidstat
03:00:34       26    348547    7.00    1.00    0.00    0.00    8.00    22  pgbackrest

03:00:34      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:00:35        0       414    0.00    4.00    0.00    0.00    4.00    78  ksoftirqd/78
03:00:35        0       465    0.00    1.00    0.00    1.00    1.00    88  ksoftirqd/88
03:00:35        0     10676    2.00    0.00    0.00    0.00    2.00    47  containerd
03:00:35        0     10742    1.00    0.00    0.00    0.00    1.00    84  kubelet
03:00:35    65532     13838    3.00    0.00    0.00    0.00    3.00    90  coredns
03:00:35    65532     13841    3.00    0.00    0.00    0.00    3.00   117  coredns
03:00:35     1000     18237    1.00    0.00    0.00    0.00    1.00    40  metrics-server
03:00:35        0    348424    1.00    4.00    0.00    0.00    5.00    94  pidstat
03:00:35        0    348442    1.00    0.00    0.00    0.00    1.00   115  iostat
03:00:35       26    348547    0.00    2.00    0.00    0.00    2.00    79  pgbackrest
03:00:35       26    348572   36.00    1.00    0.00    0.00   37.00    93  pgbackrest
03:00:35       26    348573   38.00    3.00    0.00    0.00   41.00    75  pgbackrest
03:00:35       26    348574   34.00    6.00    0.00    0.00   40.00     4  pgbackrest
03:00:35       26    348575   33.00    3.00    0.00    0.00   36.00   115  pgbackrest
03:00:35       26    348576   33.00    5.00    0.00    0.00   38.00    15  pgbackrest
03:00:35       26    348577   32.00    1.00    0.00    0.00   33.00     3  pgbackrest
