procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 221732752   1600 35455008    0    0 13126 187621 21926   16  4  1 94  0  0  0
 2  0      0 221748888   1600 35455156    0    0     0     0 3523 6366  0  0 100  0  0  0
49  2      0 219188480   1600 36243384    0    0     0 493368 34462 323410  4  3 93  0  0  0
 3  1      0 216950244   1600 37441768    0    0     0 978792 69934 577679 12  5 82  1  0  0
12  1      0 214606984   1600 38666660    0    0     0 931868 76934 610565 10  5 84  1  0  0
17  1      0 213063300   1600 39706176    0    0     0 967528 96740 661861 12  5 82  1  0  0
 1  2      0 211874688   1600 40552836    0    0     0 1055179 99160 508570 11  4 84  1  0  0
 2  2      0 210622764   1600 41330436    0    0     0 1092912 107278 483927 14  5 80  1  0  0
81  1      0 209201292   1600 42147324    0    0     0 1154272 122916 527284 10  4 85  1  0  0
12  2      0 207176684   1600 43214848    0    0     8 1155720 143718 599199 15  6 79  1  0  0
16  1      0 206492592   1600 43795164    0    0     0 1172845 119035 523117 12  5 82  1  0  0
 1  2      0 206254124   1600 44059832    0    0     0 1127122 94229 367353  9  3 86  1  0  0
105  2      0 205935392   1600 44292156    0    0     0 1103744 94074 359914 10  3 86  1  0  0
19  1      0 205639028   1600 44589388    0    0     0 1171001 94287 389636 11  4 84  1  0  0
 9  1      0 204332136   1600 45092832    0    0     0 1167871 98164 408099 12  4 83  1  0  0
16  1      0 203921524   1600 45392532    0    0     0 1147894 95832 427629 14  6 79  1  0  0
17  2      0 203807432   1600 45638180    0    0     0 1121151 99924 446203 13  5 81  1  0  0
127  0      0 203770416   1600 45847484    0    0     0 1084555 101345 429024  9  3 87  1  0  0
 2  2      0 203385820   1600 46105720    0    0     0 1086239 87396 445460 12  4 83  1  0  0
 2  0      0 202772908   1600 46343240    0    0     0 1067510 90306 465129 14  5 81  1  0  0
 6  1      0 201480804   1600 46804420    0    0     0 1041852 92516 487451 13  4 82  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
18  1      0 201670572   1600 47011880    0    0     0 1021422 95255 494891 12  4 83  1  0  0
 3  1      0 201643692   1600 47198076    0    0     0 988785 95049 509327 13  5 82  1  0  0
 1  1      0 201439544   1600 47380372    0    0     0 1008689 92657 510911 17  6 77  1  0  0
12  1      0 200263896   1600 47801496    0    0     0 1017219 98143 527160 16  6 78  1  0  0
18  0      0 200051064   1600 48031616    0    0     0 1009161 100945 578215 14  5 80  1  0  0
 4  0      0 200056848   1600 48212656    0    0     0 1010372 109728 623943 16  6 78  1  0  0
 1  1      0 199641400   1600 48409960    0    0     0 1057231 107316 632747 18  7 74  1  0  0
12  1      0 198410480   1600 48838352    0    0     0 999871 109394 687892 22  8 70  1  0  0
18  0      0 198209036   1600 49035476    0    0     0 988354 113406 725193 19  8 72  1  0  0
104  1      0 198207728   1600 49383972    0    0     0 935059 132170 947558 26  9 64  0  0  0
 0  1      0 197904600   1600 49601444    0    0     0 1115982 79427 290104  9  3 87  1  0  0
 2  1      0 197630556   1600 49863700    0    0     0 1237348 85486 319894 10  3 86  1  0  0
 2  2      0 196389260   1600 50322404    0    0     0 1225744 89163 341054 10  4 86  1  0  0
19  0      0 196225716   1600 50535448    0    0     0 1148124 82515 334929 10  3 86  1  0  0
