Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-58-166.ec2.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:47:01        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:47:02           lo    130.00    130.00      9.10      9.10      0.00      0.00      0.00      0.00
02:47:02         ens5    151.00    165.00     40.11     33.65      0.00      0.00      0.00      0.00
02:47:02    eni9c774036886      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:02    eni5fd491a8520      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:02         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:02    eni46def74d622      7.00      7.00      1.90      0.60      0.00      0.00      0.00      0.00
02:47:02    eni863f1470662      2.00      4.00      0.53      0.30      0.00      0.00      0.00      0.00
02:47:02    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:02    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:02    eni7a106f4e85a     77.00     63.00     25.58     27.79      0.00      0.00      0.00      0.00
02:47:02    eni6d04481d948      1.00      1.00      0.06      0.22      0.00      0.00      0.00      0.00
02:47:02    eni95c2a9260c8      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
02:47:02    enic47e233eae6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:02    eni0afda04f433      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:02    enidbf23aa60a5     12.00     12.00      1.56     10.57      0.00      0.00      0.00      0.00
02:47:02    eni18e702d09ed      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:02    eni57210d8fe98      5.00      7.00      3.46      2.07      0.00      0.00      0.00      0.00

02:47:02        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:47:03           lo    176.00    176.00     13.08     13.08      0.00      0.00      0.00      0.00
02:47:03         ens5    279.00    243.00    152.00    119.05      0.00      0.00      0.00      0.00
02:47:03    eni9c774036886     26.00     26.00      5.35      3.38      0.00      0.00      0.00      0.00
02:47:03    eni5fd491a8520     32.00     32.00      7.72      3.88      0.00      0.00      0.00      0.00
02:47:03         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:03    eni46def74d622      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:03    eni863f1470662      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:03    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:03    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:03    eni7a106f4e85a     67.00     66.00     77.62     35.78      0.00      0.00      0.00      0.01
02:47:03    eni6d04481d948      3.00      2.00      0.31      0.26      0.00      0.00      0.00      0.00
02:47:03    eni95c2a9260c8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:03    enic47e233eae6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:03    eni0afda04f433      4.00      3.00      0.75      0.74      0.00      0.00      0.00      0.00
02:47:03    enidbf23aa60a5     27.00     28.00      3.93     63.15      0.00      0.00      0.00      0.01
02:47:03    eni18e702d09ed      4.00      3.00      0.78      0.76      0.00      0.00      0.00      0.00
02:47:03    eni57210d8fe98    207.00    207.00    106.04    134.48      0.00      0.00      0.00      0.01

02:47:03        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:47:04           lo    142.00    142.00     11.18     11.18      0.00      0.00      0.00      0.00
02:47:04         ens5  49070.00 222389.00   2738.66 633791.29      0.00      0.00      0.00      0.00
02:47:04    eni9c774036886    342.00    342.00     80.39     37.88      0.00      0.00      0.00      0.01
02:47:04    eni5fd491a8520    308.00    308.00     78.81     33.98      0.00      0.00      0.00      0.01
02:47:04         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:04    eni46def74d622      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:04    eni863f1470662      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:04    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:04    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:04    eni7a106f4e85a     17.00     23.00      5.33      4.96      0.00      0.00      0.00      0.00
02:47:04    eni6d04481d948      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:04    eni95c2a9260c8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:04    enic47e233eae6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:04    eni0afda04f433      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:04    enidbf23aa60a5      4.00      3.00      0.75      0.73      0.00      0.00      0.00      0.00
02:47:04    eni18e702d09ed      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:04    eni57210d8fe98  19409.00  49693.00 623811.36   3419.99      0.00      0.00      0.00     51.10

02:47:04        IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
02:47:05           lo    249.00    249.00     22.23     22.23      0.00      0.00      0.00      0.00
02:47:05         ens5 112237.00 697811.00   5568.89 1943709.88      0.00      0.00      0.00      0.00
02:47:05    eni9c774036886      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:05    eni5fd491a8520      1.00      1.00      0.06      0.17      0.00      0.00      0.00      0.00
02:47:05         ens6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:05    eni46def74d622      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:05    eni863f1470662      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:05    eni637ff84c0bb      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:05    enic667095f2f6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:05    eni7a106f4e85a      4.00      3.00      0.76      0.75      0.00      0.00      0.00      0.00
02:47:05    eni6d04481d948      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:05    eni95c2a9260c8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:47:05    enic47e233eae6      5.00      5.00      0.42      0.44      0.00      0.00      0.00      0.00
02:47:05    eni0afda04f433      6.00      7.00      0.89      1.00      0.00      0.00      0.00      0.00
02:47:05    enidbf23aa60a5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
