timestamp rx_kb/s tx_kb/s
04:16:24 0 0
04:16:25 0 0
04:16:26 56 6566
04:16:27 599 80066
04:16:28 560 68509
04:16:29 56 9762
04:16:30 558 76429
04:16:31 314 18417
04:16:32 293 55369
04:16:33 632 72024
04:16:34 1 0
04:16:35 647 69915
04:16:36 734 60377
04:16:37 48 7120
04:16:38 556 62522
04:16:39 23 2668
04:16:40 598 60360
04:16:41 21 2582
04:16:42 531 60688
04:16:43 518 46370
04:16:44 71 12427
04:16:45 551 56160
04:16:46 540 52141
04:16:47 25 2271
04:16:48 523 52314
04:16:49 451 39407
04:16:50 47 11036
04:16:51 554 48504
04:16:52 600 46820
04:16:53 1 0
04:16:54 542 45022
04:16:55 551 43390
04:16:56 0 0
04:16:57 524 42033
04:16:58 460 40086
04:16:59 4 1
04:17:00 519 38811
04:17:01 563 56822
04:17:02 5 1
04:17:03 550 65364
04:17:04 470 50781
04:17:05 114 13359
04:17:06 650 63131
04:17:07 23 7
04:17:08 553 62157
04:17:09 604 61540
04:17:10 4 0
04:17:11 675 60304
04:17:12 576 54708
04:17:13 25 4770
04:17:14 602 58800
04:17:15 0 0
04:17:16 660 57468
04:17:17 23 7
04:17:18 521 56140
04:17:19 0 0
04:17:20 581 55491
04:17:21 4 0
04:17:22 571 54668
04:17:23 0 0
04:17:24 559 53516
04:17:25 1 0
04:17:26 477 52545
04:17:27 23 7
04:17:28 412 51983
04:17:29 442 51049
04:17:30 0 0
04:17:31 400 49960
04:17:32 598 49427
04:17:33 121 60
04:17:34 433 48491
04:17:35 537 47898
04:17:36 71 38
04:17:37 609 47593
04:17:38 589 46268
04:17:39 637 45905
04:17:40 6 2
04:17:41 637 45818
04:17:42 793 45806
04:17:43 4 0
04:17:44 601 44119
04:17:45 500 43641
04:17:46 374 29310
04:17:47 172 14243
04:17:48 534 43169
04:17:49 502 42825
04:17:50 2 1
04:17:51 538 42846
04:17:52 410 42076
04:17:53 16 967
04:17:54 458 43202
04:17:55 80 39
04:17:56 364 43675
04:17:57 418 44214
04:17:58 0 0
04:17:59 425 45258
04:18:00 466 46923
04:18:01 4 1
04:18:02 452 48970
04:18:03 0 0
04:18:04 543 51522
04:18:05 0 0
04:18:06 579 55674
04:18:07 23 7
04:18:08 661 60756
04:18:09 0 0
04:18:10 507 59814
04:18:11 32 7701
04:18:12 0 0
04:18:13 636 76782
04:18:14 0 0
04:18:15 611 86559
04:18:16 4 0
04:18:17 23 7
04:18:18 699 94563
04:18:19 0 0
04:18:20 621 99304
04:18:21 0 0
04:18:22 721 88729
04:18:23 2 1
04:18:24 24 12
04:18:25 503 38909
04:18:26 466 38669
04:18:27 16 4
04:18:28 468 38545
04:18:29 427 39311
04:18:30 0 0
04:18:31 471 39588
04:18:32 508 39341
04:18:33 348 21766
04:18:34 85 17873
04:18:36 450 39660
04:18:37 444 40194
04:18:38 14 4
04:18:39 414 40780
04:18:40 589 40308
04:18:41 0 0
04:18:42 742 41429
04:18:43 638 41201
04:18:44 0 0
04:18:45 555 41337
04:18:46 577 41523
04:18:47 105 51
04:18:48 454 41882
04:18:49 547 40708
04:18:50 25 1741
04:18:51 563 42570
04:18:52 537 42933
04:18:53 4 1
04:18:54 517 43702
04:18:55 482 39856
04:18:56 31 4352
04:18:57 621 44670
04:18:58 12 4
04:18:59 595 44110
04:19:00 7 141
04:19:01 11 1762
04:19:02 0 0
04:19:03 578 46015
04:19:04 0 0
04:19:05 452 46867
04:19:06 0 0
04:19:07 481 47368
04:19:08 13 264
04:19:09 513 38608
04:19:10 80 9611
04:19:11 158 999
04:19:12 394 48348
04:19:13 0 0
04:19:14 616 50920
04:19:15 0 0
04:19:16 624 52362
04:19:17 12 3
04:19:18 531 53790
04:19:19 0 0
04:19:20 551 55389
04:19:21 0 0
04:19:22 528 58505
04:19:23 4 0
04:19:24 506 60550
04:19:25 0 0
04:19:26 470 63854
04:19:27 12 3
04:19:28 529 68083
04:19:29 1 0
04:19:30 544 72862
04:19:31 302 32185
04:19:32 191 46344
04:19:33 501 84937
04:19:34 175 1965
04:19:35 688 93441
04:19:36 655 100689
04:19:37 12 3
04:19:38 671 106943
04:19:39 0 0
04:19:40 584 111132
04:19:41 601 107860
04:19:42 16 5481
04:19:43 567 105220
04:19:44 35 9494
04:19:45 615 115062
04:19:46 7 4
04:19:47 1027 116688
04:19:48 414 43181
04:19:49 404 71700
04:19:50 733 117784
04:19:51 0 0
04:19:52 721 127551
04:19:53 0 0
04:19:54 878 114215
04:19:55 798 104510
04:19:56 50 8276
04:19:57 604 112486
04:19:58 0 0
04:19:59 494 55083
04:20:00 75 38
04:20:01 408 44687
04:20:02 588 44810
04:20:03 1 0
04:20:04 490 44800
04:20:05 0 0
04:20:06 551 45268
04:20:07 27 7
04:20:08 528 45160
04:20:09 0 0
04:20:10 507 43734
04:20:11 26 1905
04:20:12 297 18806
04:20:13 202 26617
04:20:14 118 824
04:20:15 312 44996
04:20:16 5 2
04:20:17 567 46042
04:20:18 4 0
04:20:19 511 46204
04:20:20 0 0
04:20:21 653 46198
04:20:22 0 0
04:20:23 540 46379
04:20:24 133 66
04:20:25 437 46944
04:20:26 547 47016
04:20:27 434 22985
04:20:28 253 24845
04:20:29 627 47550
04:20:30 0 0
04:20:31 639 48912
04:20:32 486 48112
04:20:33 448 37905
04:20:34 82 10655
04:20:35 560 49042
04:20:36 530 49225
04:20:37 23 7
04:20:38 649 50242
04:20:39 546 51138
04:20:40 4 0
04:20:41 615 51717
04:20:42 554 51811
04:20:43 1 0
04:20:44 514 52668
04:20:45 412 35387
04:20:46 108 18335
04:20:47 492 54608
04:20:48 1 0
04:20:49 487 55318
04:20:50 560 57067
04:20:51 6 1
04:20:52 555 58653
04:20:53 371 32430
04:20:54 237 28695
04:20:55 552 63581
04:20:56 0 0
04:20:57 559 66175
04:20:58 76 37
04:20:59 462 71017
04:21:00 562 47708
04:21:01 207 28483
04:21:02 157 4354
04:21:03 437 77347
04:21:04 0 0
04:21:05 668 89221
04:21:06 0 0
04:21:07 742 96301
04:21:08 10 1263
04:21:09 0 0
04:21:10 755 104508
04:21:11 0 0
04:21:12 783 111172
04:21:13 4 0
04:21:14 700 115572
04:21:15 3 1
04:21:16 0 0
04:21:17 693 117368
04:21:18 0 0
04:21:19 777 120101
04:21:20 0 0
04:21:21 793 119519
04:21:22 25 1830
04:21:23 716 121312
04:21:24 4 0
04:21:25 791 121050
04:21:26 824 117382
04:21:27 53 5005
04:21:28 821 121513
04:21:29 0 0
04:21:30 749 126273
04:21:31 737 124497
04:21:32 2 1
04:21:33 671 119157
04:21:35 144 71
04:21:36 378 117975
04:21:37 694 117616
04:21:38 13 4
04:21:39 615 117303
04:21:40 520 47395
04:21:41 124 17549
04:21:42 561 56009
04:21:43 257 8741
04:21:44 350 47557
04:21:45 539 56338
04:21:46 0 0
04:21:47 547 56519
04:21:48 563 56955
04:21:49 0 0
04:21:50 519 57138
04:21:51 425 43109
04:21:52 103 14016
04:21:53 527 57385
04:21:54 0 0
04:21:55 491 57770
04:21:56 0 0
04:21:57 594 58246
04:21:58 12 3
04:21:59 618 57882
04:22:00 0 0
04:22:01 578 58620
04:22:02 0 0
04:22:03 590 58853
04:22:04 8 3
04:22:05 199 4752
04:22:06 394 54449
04:22:07 12 3
04:22:08 572 59210
04:22:09 0 0
04:22:10 477 59577
04:22:11 0 0
04:22:12 490 60206
04:22:13 1 0
04:22:14 476 60858
04:22:15 8 2
04:22:16 528 60969
04:22:17 13 4
04:22:18 663 62296
04:22:19 627 62216
04:22:20 4 1
04:22:21 652 62718
04:22:22 817 64671
04:22:23 0 0
04:22:24 625 63964
04:22:25 603 64489
04:22:26 0 0
04:22:27 650 65481
04:22:28 682 66078
04:22:29 9 0
04:22:30 711 67503
04:22:31 638 68035
04:22:32 0 0
04:22:33 669 68944
04:22:34 553 70098
04:22:35 0 0
04:22:36 540 71595
04:22:37 672 73460
04:22:38 12 3
04:22:39 734 76279
04:22:40 600 77113
04:22:41 4 1
04:22:42 545 79505
04:22:43 582 82605
04:22:44 4 1
04:22:45 676 86069
04:22:46 38 19
04:22:47 708 89922
04:22:48 847 94242
04:22:49 0 0
04:22:50 813 99305
04:22:51 76 1140
04:22:52 634 102739
04:22:53 781 109289
04:22:54 6 2
04:22:55 786 113494
04:22:56 2 1
04:22:57 23 6
04:22:58 778 116127
04:22:59 0 0
04:23:00 590 115957
04:23:01 8 641
04:23:02 0 0
04:23:03 764 118602
04:23:04 0 0
04:23:05 640 111950
04:23:06 19 4680
04:23:07 23 7
04:23:08 604 115730
04:23:09 0 0
04:23:10 696 118486
04:23:11 0 0
04:23:12 579 106936
04:23:13 38 10681
04:23:14 636 111742
04:23:15 4 0
04:23:16 533 58765
04:23:17 617 56554
04:23:18 0 0
04:23:19 516 56723
04:23:20 444 56700
04:23:21 0 0
04:23:22 416 56848
04:23:23 528 56781
04:23:24 0 0
04:23:25 574 57372
04:23:26 591 57489
04:23:27 23 7
04:23:28 605 57491
04:23:29 600 57680
04:23:30 0 0
04:23:31 715 58126
04:23:32 664 58740
04:23:33 174 86
04:23:34 471 58731
04:23:35 578 58632
04:23:36 274 13905
04:23:37 290 45390
04:23:38 521 59354
04:23:39 0 0
04:23:40 529 59510
04:23:41 480 59898
04:23:42 0 0
04:23:43 460 60215
04:23:44 519 60777
04:23:45 0 0
04:23:46 565 60918
04:23:47 523 53802
04:23:48 46 7973
04:23:49 628 62642
04:23:50 0 0
04:23:51 505 62367
04:23:52 0 0
04:23:53 513 62655
04:23:54 0 0
04:23:55 557 64014
04:23:56 0 0
04:23:57 552 64525
04:23:58 4 0
04:23:59 543 65057
04:24:00 0 0
04:24:01 613 66224
04:24:02 0 0
04:24:03 678 67320
04:24:04 6 2
04:24:05 17 7
04:24:06 697 68545
04:24:07 23 7
04:24:08 680 69976
04:24:09 4 0
04:24:10 680 71141
04:24:11 0 0
04:24:12 622 73107
04:24:13 747 75608
04:24:14 0 0
04:24:15 695 78676
04:24:16 672 81194
04:24:17 23 7
04:24:18 674 85123
04:24:19 506 81707
04:24:20 43 7338
04:24:21 649 94301
04:24:22 0 0
04:24:23 588 100030
04:24:24 499 106375
04:24:25 0 0
04:24:26 625 111546
04:24:27 459 89437
04:24:28 120 25552
04:24:29 606 116953
04:24:30 0 0
04:24:31 539 117411
04:24:32 2 1
04:24:33 763 118149
04:24:34 702 117508
04:24:35 2 0
04:24:36 855 116927
04:24:38 12 3
04:24:39 712 116122
04:24:40 682 122874
04:24:41 1 0
04:24:42 559 131006
04:24:43 4 1
04:24:44 570 106981
04:24:45 407 41682
04:24:46 167 16116
04:24:47 486 57701
04:24:48 12 3
04:24:49 515 57930
04:24:50 0 0
04:24:51 519 58468
04:24:52 585 55627
04:24:53 41 2415
04:24:54 64 121
04:24:55 532 57968
04:24:56 0 0
04:24:57 678 58134
04:24:58 12 3
04:24:59 670 58582
04:25:00 0 0
04:25:01 637 58543
04:25:02 0 0
04:25:03 575 58978
04:25:04 4 1
04:25:05 419 42363
04:25:06 72 16590
04:25:07 12 4
04:25:08 496 58830
04:25:09 0 0
04:25:10 675 60096
04:25:11 0 0
04:25:12 528 59652
04:25:13 564 59964
04:25:14 0 0
04:25:15 613 60474
04:25:16 619 60384
04:25:17 12 3
04:25:18 536 60569
04:25:19 0 0
04:25:20 558 61193
04:25:21 594 61250
04:25:22 0 0
04:25:23 524 62063
04:25:24 724 63488
04:25:25 0 0
04:25:26 539 62672
04:25:27 684 64373
04:25:28 12 3
04:25:29 624 63802
04:25:30 556 64451
04:25:31 1 0
04:25:32 687 65204
04:25:33 533 66184
04:25:34 3 1
04:25:35 537 66887
04:25:36 341 36855
04:25:37 189 31316
04:25:38 635 69325
04:25:39 3 1
04:25:40 744 71413
04:25:41 6 3
04:25:42 745 72954
04:25:43 660 74212
04:25:44 0 0
04:25:45 598 76599
04:25:46 0 0
04:25:47 609 79581
04:25:48 12 3
04:25:49 555 82986
04:25:50 0 0
04:25:51 568 87208
04:25:52 0 0
04:25:53 2 1
04:25:54 649 92657
04:25:55 0 0
04:25:56 673 98741
04:25:57 23 6
04:25:58 806 105299
04:25:59 1 0
04:26:00 0 0
04:26:01 705 110565
04:26:02 0 0
04:26:03 777 115295
04:26:04 0 0
04:26:05 667 117490
04:26:06 0 0
04:26:07 708 118021
04:26:08 730 118240
04:26:09 6 2
04:26:10 783 118297
04:26:11 57 29
04:26:12 563 118129
04:26:13 700 117645
04:26:14 2 1
04:26:15 653 118187
04:26:16 9 4
04:26:17 660 117735
04:26:18 506 58900
04:26:19 0 0
04:26:20 636 59108
04:26:21 523 59253
04:26:22 0 0
04:26:23 509 59366
04:26:24 590 61287
04:26:25 1 0
04:26:26 676 64301
04:26:27 664 65667
04:26:28 4 1
04:26:29 651 67825
04:26:30 409 34373
04:26:31 241 35078
04:26:32 535 71595
04:26:33 0 0
04:26:34 570 72482
04:26:35 572 74134
04:26:36 1 0
04:26:37 636 75343
04:26:38 0 0
04:26:39 780 76796
04:26:40 0 0
04:26:41 699 77220
04:26:42 0 0
04:26:43 688 78307
04:26:44 0 0
04:26:45 637 78607
04:26:46 4 0
04:26:47 99 44
04:26:48 504 79764
04:26:49 0 0
04:26:50 722 80184
04:26:51 0 0
04:26:52 684 80899
04:26:53 0 0
04:26:54 751 77213
04:26:55 36 4609
04:26:56 4 0
04:26:57 635 81541
04:26:58 0 0
04:26:59 622 81808
04:27:00 0 0
04:27:01 624 81747
04:27:02 0 0
04:27:03 867 83060
04:27:04 771 79209
04:27:05 51 3434
04:27:06 829 83264
04:27:07 231 4913
04:27:08 599 77111
04:27:09 567 81843
04:27:10 0 0
04:27:11 444 81692
04:27:12 490 81347
04:27:13 1 0
04:27:14 506 81285
04:27:15 601 72857
04:27:16 17 3341
04:27:17 595 64714
04:27:18 4 0
04:27:19 640 65751
04:27:20 673 67014
04:27:21 1 0
04:27:22 631 67902
04:27:23 54 29
04:27:24 538 69368
04:27:25 656 71394
04:27:26 12 3
04:27:27 493 73508
04:27:28 494 72378
04:27:29 40 4210
04:27:30 504 80599
04:27:31 0 0
04:27:32 576 85750
04:27:33 288 45689
04:27:34 243 46787
04:27:36 642 99890
04:27:37 13 4
04:27:38 634 96583
04:27:39 36 8885
04:27:40 0 0
04:27:41 749 109452
04:27:42 0 0
04:27:43 746 111826
04:27:44 0 0
04:27:45 79 41
04:27:46 742 111590
04:27:47 12 3
04:27:48 817 111477
04:27:49 0 0
04:27:50 932 111585
04:27:51 5 1
04:27:52 0 0
04:27:53 601 112318
04:27:54 0 0
04:27:55 426 60284
04:27:56 1 0
04:27:57 12 3
04:27:58 470 60285
04:27:59 0 0
04:28:00 511 60345
04:28:01 0 0
04:28:02 489 60727
04:28:03 4 0
04:28:04 515 60821
04:28:05 556 60956
04:28:06 1 0
04:28:07 591 61285
04:28:08 588 61880
04:28:09 0 0
04:28:10 558 64590
04:28:11 535 65562
04:28:12 4 1
04:28:13 545 67561
04:28:14 422 55268
04:28:15 66 14382
04:28:16 449 70771
04:28:17 424 41379
04:28:18 160 31254
04:28:19 637 73608
04:28:20 34 17
04:28:21 476 75291
04:28:22 541 76259
04:28:23 109 691
04:28:24 471 76807
04:28:25 615 78601
04:28:26 0 0
04:28:27 645 79602
04:28:28 682 80757
04:28:29 0 0
04:28:30 693 81298
04:28:31 666 82776
04:28:32 5 1
04:28:33 578 83085
04:28:34 122 62
04:28:35 435 83463
04:28:36 629 84175
04:28:37 12 3
04:28:38 624 84740
04:28:39 0 0
04:28:40 546 85445
04:28:41 673 85490
04:28:42 2 1
04:28:43 700 82684
04:28:44 14 3527
04:28:45 0 0
04:28:46 711 86014
04:28:47 12 3
04:28:48 600 85955
04:28:49 1 0
04:28:50 297 20151
04:28:51 356 49409
04:28:52 0 0
04:28:53 619 67437
04:28:54 0 0
04:28:55 601 68346
04:28:56 0 0
04:28:57 535 69399
04:28:58 4 1
04:28:59 564 63407
04:29:00 30 7545
04:29:01 0 0
04:29:02 772 72945
04:29:03 0 0
04:29:04 780 75164
04:29:05 0 0
04:29:06 785 78618
04:29:07 23 7
04:29:08 697 81940
04:29:09 0 0
04:29:10 702 86033
04:29:11 778 92711
04:29:12 0 0
04:29:13 757 99464
04:29:14 737 96991
04:29:15 45 8952
04:29:16 818 111439
04:29:17 23 7
04:29:18 939 115063
04:29:19 623 112630
04:29:20 10 2
04:29:21 766 113198
04:29:22 0 0
04:29:23 702 112903
04:29:24 568 113808
04:29:25 2 1
04:29:26 740 87922
04:29:27 407 34317
04:29:28 262 27203
04:29:29 648 61545
04:29:30 4 0
04:29:31 530 61845
04:29:32 715 62731
04:29:33 0 0
04:29:34 498 62210
04:29:35 532 62449
04:29:36 0 0
04:29:37 668 62519
04:29:38 93 3204
04:29:39 572 59339
04:29:40 734 63715
04:29:41 4 0
04:29:42 570 65042
04:29:43 0 0
04:29:44 587 66865
04:29:45 0 0
04:29:46 535 68295
04:29:47 23 7
04:29:48 597 67719
04:29:49 14 2184
04:29:50 0 0
04:29:51 521 70850
04:29:52 4 0
04:29:53 571 72447
04:29:54 1 0
04:29:55 241 10977
04:29:56 368 62933
04:29:57 23 7
04:29:58 584 75159
04:29:59 0 0
04:30:00 671 76617
04:30:01 0 0
04:30:02 653 78138
04:30:03 437 57603
04:30:04 130 21083
04:30:05 638 80087
04:30:06 0 0
04:30:07 647 81096
04:30:08 731 83806
04:30:09 0 0
04:30:10 703 83339
04:30:11 633 84296
04:30:12 0 0
04:30:13 758 84894
04:30:14 748 85610
04:30:15 1 0
04:30:16 666 86470
04:30:17 584 72648
04:30:18 54 14534
04:30:19 844 88737
04:30:20 0 0
04:30:21 585 88158
04:30:22 558 81450
04:30:23 0 0
04:30:24 502 69084
